,RT,m/z,Polarity,Area (Max.),ID,molec_class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),mean,is_id,C,unsat,C_cat,unsat_cat
8338,42.258,973.29742,+,1728407.687,,,1,802813.1035,1159701.812,786043.6873,864440.2519,1728407.687,1326546.14,,False,,,,
8339,42.262,1065.92981,+,1918070.101,,,2,1918070.101,1371529.943,1636253.491,1614004.456,1251863.932,1712180.544,,False,,,,
8340,42.267,676.99976,+,87713859.79,,,1,80815394.66,69435696.64,74642994.9,67820669.42,87713859.79,83127160.88,,False,,,,
8341,42.281,1039.91394,+,1197537.999,,,2,903181.2571,666496.3183,952502.6057,882994.7865,850422.3519,1197537.999,,False,,,,
8342,42.294,950.81696,+,11203404.35,TG 18:1_18:1_22:5,TG,3,10320864.16,11203404.35,2528005.668,9626748.471,2416091.182,2096501.914,,True,58.0,7.0,58.0,7.0
8343,42.296,924.80249,+,74531407.09,TG 56:6,TG,6,67130021.5,74531407.09,62381698.01,67066695.31,69223041.95,55776174.25,,True,56.0,6.0,56.0,6.0
8344,42.32,1339.20215,+,6686560.548,,,1,6544497.149,6686560.548,3904693.578,4667120.513,4980267.099,6020371.465,,False,,,,
8345,42.324,1289.18811,+,13969524.73,,,2,12075007.66,10347478.66,10552584.5,13969524.73,11239616.68,11376873.93,,False,,,,
8346,42.335,692.62219,+,1091982.28,,,1,1045059.292,1091982.28,920618.4157,269023.1355,348357.9124,989277.4575,,False,,,,
8347,42.347,226.11525,+,1265337.65,,,1,1265337.65,946846.538,526125.8143,363660.8762,565178.7985,585271.0058,,False,,,,
8348,42.36,776.03278,+,9745808.358,,,1,9745808.358,7102486.983,4420756.175,2239931.029,3011548.622,4092574.274,,False,,,,
8349,42.36,764.65503,+,790709.566,,,1,717275.9063,790709.566,534166.0075,397238.5934,759915.1269,253784.926,,False,,,,
8350,42.373,879.73865,+,108617302.6,TG 52:3,TG,5,52634714.27,72427482.21,87292432.58,85170728.83,108617302.6,46320584.84,,True,52.0,3.0,52.0,3.0
8351,42.378,958.87903,+,13113599.15,,,6,13113599.15,9448448.216,10100640.71,10280633.32,8768755.204,7025248.506,,False,,,,
8352,42.382,900.79999,+,1315971267.0,TG 54:4,TG,12,1157696511.0,1315971267.0,1313226240.0,1289601132.0,1251146042.0,918042164.5,,True,54.0,4.0,54.0,4.0
8353,42.392,984.8952,+,15689510.92,,,6,13723374.25,15689510.92,13093719.31,15461045.41,11747126.45,13786952.14,,False,,,,
8354,42.396,956.82831,+,12826579.84,,,6,9415623.106,11257272.08,11151071.01,12826579.84,9474902.949,11492281.01,,False,,,,
8355,42.412,890.81879,+,1167949.465,,,1,1167949.465,718925.8549,818834.152,1011782.993,1066622.309,883378.4404,,False,,,,
8356,42.425,938.81702,+,3082874.217,TG 57:6,TG,2,1697366.935,3082874.217,1427764.691,1728589.341,1456825.034,1309610.47,,True,57.0,6.0,57.0,6.0
8357,42.429,836.76978,+,52622784.46,TG 49:1,TG,6,46469796.95,52622784.46,38888247.03,41739332.82,40438604.11,33613673.59,,True,49.0,1.0,49.0,1.0
8358,42.429,551.2215,+,6226339.913,,,1,5099122.94,1136985.131,5489766.169,6165928.639,5998537.344,6226339.913,,False,,,,
8359,42.435,831.72241,+,3743473.56,,,6,3743473.56,3327778.037,2881725.254,2113166.422,1658255.657,2174196.699,,False,,,,
8360,42.44,775.03693,+,5967099.541,,,2,5967099.541,3973330.67,2264468.799,3975884.623,1654550.905,1597226.373,,False,,,,
8361,42.441,626.23724,+,2311432.352,,,1,1796912.252,1769804.997,1956062.611,2311432.352,489931.7539,1818541.437,,False,,,,
8362,42.442,363.25281,+,1262004.381,,,1,1262004.381,269010.2127,428625.9598,280028.5271,254531.2606,324854.5765,,False,,,,
8363,42.443,810.7547,+,18805413.11,,,6,18805413.11,18651495.85,16589548.81,17910253.96,16910227.37,14183097.03,,False,,,,
8364,42.468,1341.21826,+,59985937.18,,,6,54989323.3,59985937.18,50402922.11,53481753.76,53605047.86,43711263.85,,False,,,,
8365,42.469,1279.49377,+,605365.9527,,,1,418477.7257,388986.6164,552886.8096,443674.8317,472826.8664,605365.9527,,False,,,,
8366,42.471,1276.49536,+,2013507.757,,,1,1938708.007,1723491.591,1778651.477,1777771.832,2013507.757,1822500.144,,False,,,,
8367,42.471,762.71271,+,1290054.976,,,3,1066247.709,1200452.879,1124763.284,1290054.976,1094217.751,1145062.301,,False,,,,
8368,42.475,1043.95349,+,1119845.468,,,5,1092528.833,1119845.468,741875.5058,752385.6721,1013374.192,717720.8624,,False,,,,
8369,42.476,926.81689,+,67143642.48,TG 56:5,TG,6,64552553.43,67143642.48,56607212.42,55913554.68,63615065.23,48696637.35,,True,56.0,5.0,56.0,5.0
8370,42.477,692.63385,+,347820503.2,CE 20:3,CE,6,347820503.2,342304345.1,292957517.6,317707737.8,308177821.6,255369996.7,,True,20.0,3.0,20.0,3.0
8371,42.479,748.66077,+,6850385.86,,,6,6011276.518,6033709.844,6204698.119,6810635.635,6329870.389,6850385.86,,False,,,,
8372,42.48,776.72864,+,5491797.51,,,4,5354424.31,5371729.231,4835217.874,5491797.51,4829623.798,5233132.426,,False,,,,
8373,42.481,734.68176,+,2561389.111,,,5,2211501.626,2008963.897,2009507.727,2561389.111,2339142.757,2006759.679,,False,,,,
8374,42.483,706.64996,+,2987973.86,,,6,2761969.283,2617121.545,2782288.338,2881578.411,2987973.86,2784129.959,,False,,,,
8375,42.485,1012.94196,+,1998831.086,,,6,1970146.852,1845815.45,1998831.086,1802665.359,1903058.465,1709828.227,,False,,,,
8376,42.489,1290.54956,+,2000780.675,,,2,1924251.436,1875464.948,1640073.269,1904288.673,2000780.675,1919450.533,,False,,,,
8377,42.497,762.67535,+,709102.7775,,,1,709102.7775,645264.4107,582416.4875,683344.0703,560763.0282,575899.9625,,False,,,,
8378,42.533,912.80182,+,11246552.78,,,6,10537903.96,11177006.53,10477562.94,9496735.502,11246552.78,7583968.071,,False,,,,
8379,42.533,996.83563,+,1039922.254,,,2,882218.2394,666251.6986,1039922.254,738368.3346,886349.9858,780645.52,,False,,,,
8380,42.563,764.78534,+,630277.507,,,1,615601.9455,630277.507,500677.0389,396684.7953,359500.2682,386249.6307,,False,,,,
8381,42.577,764.65619,+,513001.0779,,,1,371741.5138,414898.8707,372212.9168,513001.0779,159800.9489,106647.8939,,False,,,,
8382,42.587,397.38275,+,3318078.901,,,5,3281443.461,3318078.901,3107402.839,2999374.324,2670141.643,2181146.201,,False,,,,
8383,42.588,628.60333,+,1440037.011,CE 15:0,CE,4,1418336.723,1392871.611,1325126.187,1440037.011,1260057.843,1071824.322,,True,15.0,0.0,15.0,0.0
8384,42.596,1277.18774,+,2256066.822,,,6,2183153.061,2256066.822,1888593.655,1725737.58,1638733.066,1563110.308,,False,,,,
8385,42.642,750.71198,+,23680976.95,,,4,15680684.97,21743607.96,23680976.95,17330355.16,18653449.06,16067989.82,,False,,,,
8386,42.642,976.83405,+,4175404.578,TG 60:8,TG,6,3631013.754,3746093.566,3240912.528,3324336.972,4175404.578,2620009.74,,True,60.0,8.0,60.0,8.0
8387,42.652,671.57208,+,124649964.4,,,1,4048187.223,124649964.4,7294645.732,7811959.954,94557004.31,85003236.01,,False,,,,
8388,42.655,709.66858,+,5106729.747,,,1,2499336.42,2740746.52,3116874.979,2516091.146,5106729.747,2431054.055,,False,,,,
8389,42.659,692.62592,+,3170031.652,CE 20:3,CE,1,1918624.922,2208092.864,1146155.97,1508593.505,3170031.652,1582167.11,,True,20.0,3.0,20.0,3.0
8390,42.664,926.81689,+,37428448.83,TG 56:5,TG,6,36344688.51,37428448.83,30331034.36,37174396.63,29554096.09,23667907.02,,True,56.0,5.0,56.0,5.0
8391,42.669,684.66595,+,558645.3782,,,1,515290.2448,541306.0772,376655.2964,558645.3782,451760.5749,472022.4694,,False,,,,
8392,42.672,950.81696,+,17914290.54,TG 58:7,TG,5,10611763.11,17914290.54,12484705.01,16970494.78,16113472.41,12658761.01,,True,58.0,7.0,58.0,7.0
8393,42.685,888.80133,+,135341333.4,TG 53:3,TG,10,49871708.28,135341333.4,109675939.1,122880855.0,61664227.53,95039267.02,,True,53.0,3.0,53.0,3.0
8394,42.701,903.81183,+,2089566.985,,,1,2089566.985,1068960.939,1317232.201,1583656.7,1452914.539,1167137.081,,False,,,,
8395,42.707,1283.53857,+,4828437.681,,,1,3246143.45,3606177.378,3872981.383,4047452.345,4828437.681,3851716.098,,False,,,,
8396,42.713,760.22058,+,933122.9716,,,1,598753.7162,511972.328,363575.8424,464204.5641,298392.4221,933122.9716,,False,,,,
8397,42.723,946.87946,+,4476313.38,,,6,3542108.771,3553415.226,3788633.721,4476313.38,3629014.904,3201826.111,,False,,,,
8398,42.726,918.8125,+,4504098.332,,,6,3928081.895,4101083.716,4249969.908,4258991.463,4504098.332,4106657.111,,False,,,,
8399,42.727,862.78564,+,336724510.2,TG 51:2,TG,12,306852032.9,336724510.2,267199615.1,302002620.9,279072040.5,225851347.2,,True,51.0,2.0,51.0,2.0
8400,42.732,1138.92261,+,1179548.4,,,1,874775.5629,1108294.831,983826.8245,1179548.4,1039758.482,350006.9589,,False,,,,
8401,42.747,920.86279,+,2200442.141,,,3,1522998.727,2200442.141,2193013.206,1914566.274,1634223.694,1413413.22,,False,,,,
8402,42.749,836.76978,+,162841847.4,TG 49:1,TG,12,154165200.9,162841847.4,134244860.8,144390469.3,141388731.4,111685011.5,,True,49.0,1.0,49.0,1.0
8403,42.749,892.83203,+,1172001.734,,,3,944424.8542,1172001.734,1077469.09,755999.8621,557113.3574,576565.2098,,False,,,,
8404,42.752,892.79675,+,2032845.598,,,2,1381740.203,1454787.307,1278052.118,1435069.571,2032845.598,1334337.951,,False,,,,
8405,42.769,810.7547,+,30480058.6,,,6,30480058.6,29247517.92,28968049.05,26961630.98,26375711.33,21891667.45,,False,,,,
8406,42.769,718.64984,+,9333638.699,CE 22:4,CE,6,9333638.699,9329308.726,8436509.486,8761587.87,9142083.985,7022997.932,,True,22.0,4.0,22.0,4.0
8407,42.776,776.0329,+,11156389.82,,,1,4957109.192,8591984.274,2703835.567,5096884.132,3435609.468,11156389.82,,False,,,,
8408,42.776,715.97522,+,1170014.68,,,1,632087.8361,314105.7667,397559.2577,567601.8498,316316.6457,1170014.68,,False,,,,
8409,42.78,764.72894,+,648573.4541,,,1,569522.9419,611175.1128,576935.8777,643886.1326,648573.4541,486622.7355,,False,,,,
8410,42.786,1329.21851,+,7649376.53,,,6,7649376.53,6197603.502,6440200.069,7148110.269,5372779.911,4068890.895,,False,,,,
8411,42.79,680.6322,+,32256945.79,,,6,29829459.8,29652404.55,26720992.28,31473357.04,32256945.79,27659877.97,,False,,,,
8412,42.791,383.36694,+,26428883.48,,,6,26265034.03,26428883.48,22355737.81,24912617.63,22865868.77,18543115.3,,False,,,,
8413,42.82,952.83221,+,35493901.42,TG 58:6,TG,6,35493901.42,32752109.03,30349209.15,32533332.01,31442548.28,24703815.24,,True,58.0,6.0,58.0,6.0
8414,42.82,1310.24719,+,1869671.451,,,6,1869671.451,1823254.239,1530909.058,1602827.764,1520346.252,1065665.869,,False,,,,
8415,42.821,926.81689,+,165408684.1,TG 56:5,TG,12,160909958.3,165408684.1,137517931.1,150254141.4,146071265.9,113316303.6,,True,56.0,5.0,56.0,5.0
8416,42.821,947.7464,+,946971.6682,,,3,937108.246,677214.8435,855471.3744,943608.5732,583613.6371,946971.6682,,False,,,,
8417,42.821,996.89594,+,738009.011,,,1,418810.5,344397.4591,541984.6134,738009.011,410786.8122,473882.0945,,False,,,,
8418,42.822,1010.91168,+,2724322.755,,,5,2616835.874,2724322.755,2639798.19,2671639.711,2044338.342,1679636.623,,False,,,,
8419,42.822,982.84448,+,2191697.605,,,6,1917013.39,1736472.994,1781603.733,1913568.148,2191697.605,1080433.487,,False,,,,
8420,42.825,661.6626,+,3752242.551,,,6,3752242.551,3526865.171,3269782.854,3541522.442,3442824.651,2421303.809,,False,,,,
8421,42.857,914.81738,+,19134373.24,TG 17:0_18:1_20:3,TG,5,17227200.74,19134373.24,15216175.64,14942568.1,12122538.22,11088926.75,,True,55.0,4.0,55.0,4.0
8422,42.867,1341.21777,+,4706175.381,,,2,4706175.381,4551724.943,3724278.194,2806345.711,3058012.699,2097292.453,,False,,,,
8423,42.873,748.66046,+,1499596.726,,,2,936591.8093,910797.6321,937803.8717,998969.7562,1499596.726,1028669.677,,False,,,,
8424,42.876,776.72833,+,856293.3819,,,3,779094.4079,797442.6585,799031.5083,682810.0737,856293.3819,818414.6125,,False,,,,
8425,42.881,692.63403,+,27026121.87,CE 20:3,CE,5,23566742.99,20566462.89,23383691.49,18995846.99,27026121.87,17588331.09,,True,20.0,3.0,20.0,3.0
8426,42.883,974.83728,+,785616.817,,,3,681038.2687,785616.817,611860.6911,622804.9079,664290.3276,617145.3332,,False,,,,
8427,42.885,1238.4801,+,1380509.11,,,1,1380509.11,1068002.372,1023221.113,1138114.341,1149736.056,972421.5504,,False,,,,
8428,42.887,1079.94617,+,3201973.979,,,3,2388547.436,2913041.985,1608838.614,2404593.386,2636461.308,3201973.979,,False,,,,
8429,42.892,1005.93628,+,504208.5942,,,1,444351.101,504208.5942,413257.4395,376229.6547,440516.8916,258910.7785,,False,,,,
8430,42.893,1303.20386,+,13033015.05,,,6,13033015.05,12139891.67,10393970.48,10316295.43,10215406.77,8202913.241,,False,,,,
8431,42.896,654.61896,+,29382767.95,CE 17:1,CE,6,29382767.95,26542766.03,26276211.12,27299550.68,27082254.72,23173147.72,,True,17.0,1.0,17.0,1.0
8432,42.896,858.79169,+,879692.9795,,,2,879692.9795,821985.0339,694626.2144,711150.6079,739420.1746,536746.1485,,False,,,,
8433,42.897,710.64478,+,1989037.113,,,5,1989037.113,1763741.94,1960711.313,1882923.77,1839058.987,1190516.04,,False,,,,
8434,42.899,974.9267,+,816942.3905,,,3,816942.3905,722314.9771,702311.6951,595543.9057,674827.6324,648462.6354,,False,,,,
8435,42.902,738.71344,+,1336862.392,,,4,1169608.472,949260.1047,1099570.476,1336862.392,1119554.52,1027731.997,,False,,,,
8436,42.905,778.67096,+,1277813.891,,,7,1277813.891,1128802.92,726992.434,1242986.482,1137882.805,621443.3348,,False,,,,
8437,42.917,1265.18774,+,1945737.896,,,6,1945737.896,1366543.727,1607105.953,1539624.255,1707980.836,1316898.238,,False,,,,
8438,42.918,888.80127,+,196761048.4,TG 53:3,TG,12,196761048.4,185300028.4,163966649.1,185882460.2,174820183.5,138722954.0,,True,53.0,3.0,53.0,3.0
8439,42.919,972.89563,+,2157189.916,,,3,1733349.135,1310732.721,2157189.916,1606680.012,1420269.122,954448.7607,,False,,,,
8440,42.931,1277.18774,+,5732313.0,,,6,5732313.0,5019720.727,5352000.477,4911908.264,4884549.112,3992921.886,,False,,,,
8441,42.934,628.60309,+,5051819.444,CE 15:0,CE,6,4745536.025,4507754.237,5051819.444,4680023.599,4907606.807,4136999.766,,True,15.0,0.0,15.0,0.0
8442,42.936,862.78564,+,105149766.0,TG 51:2,TG,6,96202221.2,105149766.0,82019887.02,87700170.97,86198580.41,63429387.46,,True,51.0,2.0,51.0,2.0
8443,42.94,774.63824,+,631582.4644,,,1,480596.524,505701.5184,529148.717,482003.3264,631582.4644,306939.4187,,False,,,,
8444,42.947,1213.46191,+,838565.0233,,,3,710769.6264,503500.7087,782423.9831,838565.0233,798665.492,699309.138,,False,,,,
8445,42.966,1053.93054,+,2566679.27,,,6,2566679.27,2299071.508,1431974.862,1863140.329,1972903.584,2271059.734,,False,,,,
8446,42.98,926.81647,+,29536838.34,TG 56:5,TG,6,29536838.34,28100099.4,26473849.65,27422766.24,23942733.31,21996640.07,,True,56.0,5.0,56.0,5.0
8447,42.992,682.65015,+,891257.095,,,1,891257.095,875147.776,795547.6706,671957.8712,876428.8769,849133.8796,,False,,,,
8448,43.003,371.3663,+,7140143.558,,,6,6848829.495,7140143.558,6033161.039,6068810.997,5938203.315,4906129.106,,False,,,,
8449,43.004,668.6344,+,18866435.38,,,6,18497702.93,18866435.38,16135150.46,18206796.96,17645356.88,14345614.42,,False,,,,
8450,43.005,724.66089,+,1296868.85,,,5,1173486.225,993365.8554,1072981.828,1296868.85,1234526.501,1058052.608,,False,,,,
8451,43.006,752.72925,+,548590.8448,,,3,485357.9709,548590.8448,468365.661,543009.8189,506684.5278,413275.0157,,False,,,,
8452,43.01,952.83221,+,10689735.75,TG 58:6,TG,5,10689735.75,10319557.25,8830156.111,9266282.998,9883292.553,7242245.098,,True,58.0,6.0,58.0,6.0
8453,43.023,936.87537,+,527510.8857,,,2,456428.8922,527510.8857,427986.2257,504118.5746,394128.3854,288029.6471,,False,,,,
8454,43.123,860.84277,+,561507.0972,,,2,561507.0972,528601.4441,356236.2,472089.4265,424512.9105,321011.9741,,False,,,,
8455,43.136,886.85956,+,923999.0423,,,4,920162.8472,923999.0423,801915.779,809634.8797,729323.3237,708699.1776,,False,,,,
8456,43.151,776.03278,+,11561734.31,,,1,3771945.702,11561734.31,6518484.753,3974735.075,6260424.51,2503698.045,,False,,,,
8457,43.151,714.97827,+,774021.588,,,1,254468.1831,628513.6343,774021.588,256837.5989,302566.9812,321063.9203,,False,,,,
8458,43.159,952.83221,+,31157610.44,TG 58:6,TG,10,31157610.44,30562632.13,21919110.96,29444929.12,24469649.55,22182134.52,,True,58.0,6.0,58.0,6.0
8459,43.172,908.80731,+,880497.6911,,,1,880497.6911,726009.2237,557832.331,661472.1623,650121.2512,410555.8428,,False,,,,
8460,43.223,914.81738,+,10954287.87,TG 55:4,TG,2,4792559.779,8382520.974,9034091.378,10954287.87,1562160.091,4009695.987,,True,55.0,4.0,55.0,4.0
8461,43.236,719.63397,+,1597839.546,,,6,1597839.546,1556765.964,1208800.335,1383937.905,986883.1602,1034619.501,,False,,,,
8462,43.252,874.78906,+,23249708.71,,,1,3039201.019,11882327.71,9846367.133,12617120.93,23249708.71,1642305.613,,False,,,,
8463,43.26,940.83289,+,3518020.337,TG 57:5,TG,6,3346055.142,3105759.06,2498264.265,3518020.337,2991964.645,2467016.202,,True,57.0,5.0,57.0,5.0
8464,43.264,1128.92993,+,731468.1741,,,1,731468.1741,555951.6476,437266.4938,571151.2018,414173.8158,574140.0238,,False,,,,
8465,43.271,996.89594,+,1234039.911,,,6,857553.0633,1130400.502,990381.7004,1234039.911,657590.5021,866127.7808,,False,,,,
8466,43.271,582.61884,+,723506.5124,,,1,723506.5124,617062.0583,321867.3624,619795.7835,420658.7755,605644.1792,,False,,,,
8467,43.275,926.81689,+,286167495.5,TG 56:5,TG,12,266046185.9,286167495.5,212059517.4,253226372.0,223687491.8,194230880.3,,True,56.0,5.0,56.0,5.0
8468,43.275,968.86462,+,1681843.684,,,6,1559422.349,1679601.307,1563447.514,1681843.684,852459.0756,1540731.047,,False,,,,
8469,43.276,1010.91168,+,4774095.583,,,6,4658400.903,4774095.583,4232018.1,4765851.728,3906488.02,4178933.683,,False,,,,
8470,43.307,386.0882,+,817115.1721,,,1,337022.1698,223399.9172,817115.1721,299965.7919,269199.3059,403272.5809,,False,,,,
8471,43.309,249.10954,+,326884.7389,,,1,62835.03638,85230.84187,326884.7389,245235.9928,88536.60142,162008.8537,,False,,,,
8472,43.319,759.02246,+,342445.08,,,1,126461.6353,95611.916,342445.08,207172.4599,271475.6153,223213.6208,,False,,,,
8473,43.365,694.64996,+,15374896.58,,,6,12425636.41,15374896.58,10427286.34,12081508.12,11693205.12,9563833.568,,False,,,,
8474,43.365,397.38266,+,13187016.23,,,6,13187016.23,12488701.66,9716319.723,11817991.19,10661053.1,8551658.284,,False,,,,
8475,43.399,907.77087,+,53715188.93,TG 18:1_18:1_18:1,TG,6,45022372.92,46723897.14,42509596.02,44500899.69,53715188.93,38688690.35,,True,54.0,3.0,54.0,3.0
8476,43.421,881.75397,+,276146402.9,TG 16:0_18:1_18:1,TG,6,240191008.2,246405507.4,234547529.0,259955019.8,276146402.9,235498059.7,,True,52.0,2.0,52.0,2.0
8477,43.43,1303.17285,+,3608360.915,,,5,3093032.053,3608360.915,2520093.62,1928861.314,2109290.524,2330005.15,,False,,,,
8478,43.431,932.82751,+,60555895.8,,,6,49562921.15,52688264.69,44572968.62,58138732.22,60555895.8,53108449.81,,False,,,,
8479,43.433,918.84753,+,31298469.64,,,6,30896551.99,28162190.21,25847902.17,31298469.64,29950962.46,31285577.47,,False,,,,
8480,43.435,960.89417,+,86472265.7,,,6,86472265.7,85701981.23,79265733.66,86053317.58,85005006.3,79902368.08,,False,,,,
8481,43.442,1197.10986,+,3844370.521,,,3,3335840.795,3497789.046,3333556.622,3391603.892,3693074.447,3844370.521,,False,,,,
8482,43.443,222.41634,+,1959071.172,,,5,1809097.802,1959071.172,1488996.55,1834061.822,1704871.858,1431472.772,,False,,,,
8483,43.448,946.87964,+,28897797.07,,,7,26188654.91,28897797.07,22995650.91,27257553.8,22498638.24,21558813.34,,False,,,,
8484,43.451,219.32533,+,4996322.888,,,6,4828027.008,4996322.888,3973136.492,4625902.788,4425672.882,3848794.569,,False,,,,
8485,43.453,876.96515,+,965397.1309,,,1,965397.1309,772696.2847,852802.9683,897781.4528,546080.8174,601451.1959,,False,,,,
8486,43.454,603.53461,+,174676365.9,Alkanyl-DG O-18:2_18:2,Alkanyl-DG,6,174676365.9,168206360.9,146097712.4,138114188.8,128734168.1,108054240.9,,True,36.0,4.0,36.0,4.0
8487,43.454,938.81781,+,721290.133,,,1,620869.1179,721290.133,467921.2756,659935.0617,509749.3587,641751.8353,,False,,,,
8488,43.456,932.86328,+,51297222.97,,,6,35632878.63,32329401.28,28671614.34,51297222.97,31994507.75,28105776.28,,False,,,,
8489,43.472,215.91197,+,3066743.194,,,6,2867683.461,3066743.194,2437556.092,2824300.637,2765419.242,2222417.416,,False,,,,
8490,43.472,216.03987,+,1793222.392,,,5,1586480.433,1793222.392,1333634.734,1720272.566,1585162.334,1231806.434,,False,,,,
8491,43.472,216.16174,+,1026765.556,,,5,891244.1563,1026765.556,844792.3366,964743.6846,865469.5266,801462.988,,False,,,,
8492,43.482,920.82697,+,5408207.689,,,4,5220415.496,5408207.689,4962019.673,4959606.08,4671408.146,4320794.391,,False,,,,
8493,43.493,1171.09473,+,1712796.491,,,3,1655250.843,1365083.501,1428406.459,1384236.235,1712796.491,1085068.456,,False,,,,
8494,43.494,551.50305,+,63217155.13,,,6,63217155.13,62936668.25,53306464.48,52811838.97,48532739.47,41471981.46,,False,,,,
8495,43.496,212.82141,+,759237.8257,,,3,688990.5696,759237.8257,688239.2464,643217.7273,713827.6559,573060.6725,,False,,,,
8496,43.498,906.84741,+,14500690.49,,,6,13786770.44,14500690.49,11836939.36,10024836.86,13306726.26,10478283.59,,False,,,,
8497,43.504,1277.15808,+,1832539.588,,,2,1832539.588,1300422.942,1217394.802,496093.6118,708063.0228,851598.8508,,False,,,,
8498,43.505,906.81146,+,17640850.45,,,5,15424294.44,16708235.88,14267581.31,15156936.07,17640850.45,15789322.54,,False,,,,
8499,43.505,523.47229,+,1076507.924,,,1,963777.083,887714.2929,686688.0734,760079.2904,1076507.924,555367.8311,,False,,,,
8500,43.505,331.1749,+,555585.8011,,,1,249638.4086,212507.5518,254848.0992,555585.8011,187774.4245,203690.7998,,False,,,,
8501,43.506,855.74066,+,79660251.43,TG 16:0_16:0_18:1,TG,6,71877113.45,75951271.77,71672767.72,79660251.43,75028196.71,71949620.53,,True,50.0,1.0,50.0,1.0
8502,43.509,864.80151,+,6790084.695,TG 16:0_17:0_18:1,TG,2,5990054.428,4109523.218,6790084.695,5466008.548,4386319.087,4232714.969,,True,51.0,1.0,51.0,1.0
8503,43.511,824.77106,+,352891734.2,,,6,352891734.2,351658026.2,282928369.5,322800122.8,305366841.1,290911302.4,,False,,,,
8504,43.53,928.83203,+,72895210.86,TG 56:4,TG,11,63272583.92,72895210.86,54932363.39,40944398.05,65063394.1,54428690.51,,True,56.0,4.0,56.0,4.0
8505,43.53,880.83154,+,704699.5634,,,1,642185.2394,635726.7265,704699.5634,505374.5159,561854.4506,522203.7748,,False,,,,
8506,43.538,908.86407,+,4254342.744,,,1,3915431.219,4254342.744,3775824.744,3524962.158,3640190.878,3960230.018,,False,,,,
8507,43.543,880.79535,+,1686015.183,,,2,1192013.169,1206684.618,1067210.521,1039524.532,1413256.725,1686015.183,,False,,,,
8508,43.547,940.83289,+,1249630.721,TG 57:5,TG,2,1013837.88,1249630.721,395276.0771,405719.079,468812.4047,346011.9204,,True,57.0,5.0,57.0,5.0
8509,43.564,1315.20337,+,711462.1641,,,1,711462.1641,596137.0218,577437.1355,325361.5839,484711.6374,222764.7819,,False,,,,
8510,43.573,722.64453,+,791837.1703,,,4,753052.6861,791837.1703,646841.3549,408637.5959,654160.7316,688367.3408,,False,,,,
8511,43.577,944.86304,+,3200423.35,,,1,2771471.411,3200423.35,2534805.772,1869293.582,2864632.923,2727440.159,,False,,,,
8512,43.584,958.84393,+,7199032.313,,,5,6378208.76,7199032.313,4246647.302,5179129.48,4967904.08,6587164.668,,False,,,,
8513,43.587,986.91168,+,12101063.56,,,6,12101063.56,11895435.49,9962387.669,8483725.194,10672574.51,11885687.7,,False,,,,
8514,43.597,724.71875,+,841619.2517,,,1,472860.4521,438984.0878,504745.2905,527859.9284,530027.1349,841619.2517,,False,,,,
8515,43.602,892.7467,+,3365815.545,,,1,2731838.146,2799602.721,261117.3417,1889742.643,1516672.376,3365815.545,,False,,,,
8516,43.608,972.89557,+,3187683.36,,,4,2664417.152,2332086.615,1710685.982,2034012.488,3187683.36,2245484.822,,False,,,,
8517,43.61,943.8432,+,730432.6658,,,1,537167.9169,729711.876,341642.1222,172902.3243,730432.6658,373733.689,,False,,,,
8518,43.626,902.81573,+,892797477.7,TG 54:3,TG,12,726552658.7,818919743.1,892797477.7,776434549.3,791258030.1,584464785.8,,True,54.0,3.0,54.0,3.0
8519,43.627,972.85968,+,778495.2951,,,1,443009.9081,509449.4786,406241.8576,778495.2951,487457.1902,294336.7813,,False,,,,
8520,43.635,1324.26843,+,16144403.21,,,1,14980675.17,7346160.442,11436336.03,14008475.7,16144403.21,12768727.54,,False,,,,
8521,43.638,876.80603,+,1031279416.0,,,6,984894501.6,1031279416.0,955528466.1,1019025261.0,985128220.9,842924545.1,,False,,,,
8522,43.638,577.51947,+,24799459.7,Alkanyl-DG O-18:2_16:1,Alkanyl-DG,3,21732345.32,7698813.271,6734150.699,24799459.7,9194622.667,20919354.74,,True,34.0,3.0,34.0,3.0
8523,43.642,579.53442,+,6247434.087,,,3,4281501.27,6247434.087,5079358.778,3969647.036,4363425.288,3054667.531,,False,,,,
8524,43.672,782.67639,+,2121003.384,,,3,1867298.627,1865170.959,1850666.971,2015689.954,1946282.079,2121003.384,,False,,,,
8525,43.672,1107.00403,+,1104320.275,,,1,1075183.321,684586.8715,612786.0612,639905.4637,817186.191,1104320.275,,False,,,,
8526,43.677,995.98578,+,5434138.769,,,6,4866529.478,4616616.324,4529165.613,4812794.232,5434138.769,5304313.537,,False,,,,
8527,43.679,731.70441,+,9850633.171,,,7,3991359.788,8161715.646,8310117.354,9159598.749,9850633.171,9316041.772,,False,,,,
8528,43.682,748.62164,+,850325.2305,,,1,850325.2305,616891.4886,794556.2817,672930.206,781412.4683,726368.6837,,False,,,,
8529,43.684,1332.31653,+,131800135.2,,,6,122292005.8,126409480.3,110405356.4,130890225.7,131800135.2,116445520.1,,False,,,,
