Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),
40.557,770.6449,+,7044437.258,,,6,6007130.526,6106182.242,6510512.286,7044437.258,5554152.578,5760948.34,
40.558,784.69708,+,896721.5721,,,2,735434.0073,871865.812,787665.4458,896721.5721,835952.1901,632197.4631,
40.56,1034.92615,+,1365676.647,,,6,1365676.647,1147174.29,1342428.842,1054817.226,1250545.894,1034493.762,
40.561,728.6344,+,2444692.542,,,6,2038467.508,2040907.318,2330931.39,2444692.542,2222561.113,2098415.35,
40.563,798.71271,+,4331981.936,,,5,3770551.194,4331981.936,3717436.938,4039045.7,3986606.029,3535298.688,
40.563,1299.47864,+,1487231.78,,,6,1031274.954,1263963.492,1139967.461,1111752.726,1487231.78,1126309.937,
40.563,770.68158,+,1122090.844,,,3,1025129.175,1004100.725,1049154.925,1122090.844,1031553.282,958962.5624,
40.568,756.66644,+,1465973.472,,,6,1192457.895,1334176.374,1442734.686,1312013.532,1465973.472,1279856.247,
40.573,1312.53284,+,1009393.419,,,1,818423.5248,877172.6599,682754.9376,781496.7739,1009393.419,723477.2315,
40.577,714.61871,+,2.598431255E8,CE 22:6,CE,6,2.405047011E8,2.598431255E8,2.183041286E8,2.473683604E8,2.257448751E8,1.834585743E8,
40.597,922.78613,+,6.747583922E7,,,1,2.146402191E7,6.747583922E7,2.003250468E7,3.374254054E7,2.141301632E7,4.075877397E7,
40.599,896.77063,+,2.861551875E8,TG 54:6,TG,5,9.128242271E7,8.671881713E7,8.422673756E7,1.19761483E8,9.075080815E7,2.861551875E8,
40.599,888.80109,+,7589592.629,,,6,7223330.684,7589592.629,5943738.625,6366513.686,6893672.423,5574684.661,
40.599,829.72906,+,4025428.535,TG 48:0,TG,3,3196488.59,4025428.535,3035724.311,2587507.711,2742620.761,1978217.058,
40.602,1278.08228,+,679095.2868,,,2,577748.2858,679095.2868,474536.6214,401601.934,572119.8046,551147.2756,
40.603,902.81635,+,1.136694317E7,,,2,9307661.535,1.136694317E7,8350655.941,9404125.282,7325631.267,7814768.853,
40.604,846.755,+,2.457223065E9,TG 50:3,TG,12,2.404392913E9,2.037289662E9,1.815679388E9,1.661230991E9,2.457223065E9,1.871114199E9,
40.604,820.73981,+,6.91833626E8,TG 48:2,TG,12,6.301980397E8,6.91833626E8,5.563596807E8,5.460608136E8,5.752514526E8,5.062695121E8,
40.606,930.84827,+,2.586736305E7,,,6,2.285414868E7,2.586736305E7,2.128454681E7,2.401814477E7,2.43325216E7,1.89898068E7,
40.607,902.78046,+,2.552909797E7,,,6,2.38273175E7,2.529927082E7,2.2938201E7,2.552909797E7,2.513370906E7,2.269527752E7,
40.607,916.83386,+,4918584.024,,,6,4799670.181,4913645.614,4375625.122,4441639.369,4918584.024,3568003.531,
40.608,916.79785,+,1685117.63,,,1,1329475.049,1390647.306,1016878.933,1142736.94,1685117.63,749294.9482,
40.614,872.776,+,7.221988441E8,,,3,7.115305667E8,7.221988441E8,3.817894582E8,6.882566213E8,6.35483335E8,4.906936085E8,
40.64,775.03662,+,3402690.767,,,2,1754805.753,1630854.96,3158504.656,3402690.767,766786.7932,1811867.022,
40.689,794.72339,+,2.298239864E7,TG 46:1,TG,2,1.862595664E7,2.298239864E7,1.494856815E7,1.319415152E7,1.395370158E7,6422274.76,
40.69,953.75714,+,760402.9015,,,1,760402.9015,273126.9265,744423.0354,274673.9158,190737.4632,755214.9366,
40.718,974.81781,+,2866772.951,TG 60:9,TG,6,2486609.532,2866772.951,2101583.855,2124874.725,2264786.692,1532575.018,
40.721,1249.46118,+,2153936.714,,,1,1542027.244,1538423.93,1356097.523,2153936.714,1737676.876,1670095.939,
40.726,664.60345,+,1.81350546E8,CE 18:3,CE,6,1.625401416E8,1.650395322E8,1.450247925E8,1.81350546E8,1.645422757E8,1.225267285E8,
40.727,720.62946,+,7351231.789,,,6,5068065.016,5671060.984,5239207.642,7065488.165,7351231.789,5506181.783,
40.727,706.62561,+,603080.8086,,,2,326412.0008,416925.9247,469503.4676,547026.0026,390057.3566,603080.8086,
40.731,748.69751,+,3739600.015,,,3,3318629.663,3442794.267,3655735.81,3739600.015,3405224.382,3079701.231,
40.735,707.60907,+,774529.7075,,,2,458047.9905,580988.7651,583299.4928,774529.7075,674067.2261,516470.8154,
40.746,922.78613,+,4.093420623E7,,,1,4.046985729E7,4.093420623E7,3.381167113E7,3.467205761E7,3.799762026E7,2.61242833E7,
40.755,820.69757,+,887994.1515,,,4,791345.9637,887994.1515,501098.1156,759730.7603,686477.5342,517875.4239,
40.81,928.79614,+,5.61400875E7,,,6,4.435184343E7,5.478390086E7,4.569449978E7,5.61400875E7,5.064101158E7,4.944256948E7,
40.81,928.83167,+,1.561941611E7,,,5,1.284330517E7,1.561941611E7,1.311339403E7,1.046931964E7,1.540229275E7,1.375874983E7,
40.812,914.79114,+,3887664.8,,,6,3392338.08,2590942.041,3504207.171,3608841.386,3887664.8,3448886.582,
40.813,956.86298,+,5.353713066E7,,,6,3.568877039E7,5.353713066E7,4.71092591E7,4.802073839E7,5.325390759E7,4.748398571E7,
40.813,914.81635,+,1.618488641E7,,,6,1.259385789E7,1.384369746E7,1.37260547E7,1.618488641E7,1.437240539E7,1.134469174E7,
40.815,899.27747,+,3975040.429,,,1,2969377.908,2557094.757,2421406.244,3714918.593,3072943.862,3975040.429,
40.816,877.72308,+,2.947672416E8,TG 52:4,TG,6,2.687468013E8,2.860932439E8,2.738539644E8,2.947672416E8,2.932506542E8,2.422935617E8,
40.816,942.81171,+,3557314.024,,,6,3019051.538,3182785.383,3165517.356,3525480.811,3557314.024,2631897.198,
40.819,987.64203,+,1362896.119,,,1,590533.5113,779063.0704,677722.8546,1362896.119,1054927.038,791242.3098,
40.82,962.70404,+,1222654.704,,,3,999407.7392,1074368.556,867775.1544,1041887.553,1222654.704,615667.594,
40.822,218.31784,+,2319078.689,,,4,2153957.841,2225937.377,1954007.944,2319078.689,1810832.148,1372208.741,
40.823,855.74561,+,2.543323725E7,TG 50:1,TG,6,1.912437945E7,2.543323725E7,1.658092385E7,1.667178353E7,1.848644389E7,1.549044288E7,
40.824,221.40871,+,1377786.94,,,2,1356361.069,1377786.94,1037908.588,1240802.921,1113045.291,856537.7496,
40.825,898.78528,+,1.717913926E9,TG 54:5,TG,12,1.625290791E9,1.717913926E9,1.526059107E9,1.551036826E9,1.535397917E9,1.300636863E9,
40.825,1304.09668,+,726328.1843,,,2,726328.1843,357289.0852,600233.255,525514.7073,175116.0479,334828.6945,
40.827,602.52209,+,1.014206812E7,,,3,8718290.457,1.014206812E7,6850729.988,5744916.035,6243812.526,4102422.261,
40.829,982.87921,+,1.658644151E7,,,5,1.658644151E7,8239329.499,1.641878668E7,1.461346968E7,1.472305712E7,1.457872137E7,
40.831,968.8645,+,4066106.943,,,2,2463775.642,4066106.943,2593086.356,2857664.136,3030355.838,3123892.858,
40.855,832.23993,+,1776892.882,,,1,525620.4617,402042.8489,989155.897,413121.4856,1776892.882,617588.6379,
40.859,664.60321,+,4.762788282E8,CE 18:3,CE,6,4.371207301E8,4.762788282E8,3.671406221E8,4.260515032E8,3.977188802E8,3.546637393E8,
40.87,846.7572,+,5.241748831E8,TG 50:3,TG,1,4.912610827E7,1.538173007E8,2.332292177E8,5.241748831E8,6.887833445E7,7.187963666E7,
40.871,808.73938,+,9427353.178,,,4,8949333.153,9427353.178,5674976.41,8640248.455,5724670.631,7593620.853,
40.874,1015.92065,+,1195721.946,,,4,980790.4191,1195721.946,542666.4635,700141.6152,625358.5935,415556.047,
40.875,782.72308,+,9473945.514,,,6,8523502.092,9219883.963,8076742.433,9473945.514,8896851.542,6960600.471,
40.875,984.91077,+,4470511.886,,,6,4124250.728,4470511.886,3862510.174,4053281.941,3730763.944,3162757.516,
40.875,734.68182,+,2276749.482,,,5,2276749.482,1442189.851,1192260.619,1694708.56,1120253.132,1298994.012,
40.878,706.65051,+,3243407.424,,,6,2333008.234,2642091.202,2100563.016,3243407.424,3092106.482,2350833.361,
40.879,907.25903,+,465624.1435,,,1,465624.1435,68234.76638,142276.5647,48962.81755,181675.798,132401.0415,
40.881,692.6347,+,2634354.659,,,6,2197793.225,2546028.178,2242796.23,2634354.659,2293795.613,2276949.693,
40.882,748.69751,+,8676660.363,,,6,8676660.363,8202760.847,5828625.239,8098133.154,8052250.599,8012530.689,
40.885,678.6192,+,3548161.606,,,1,3354602.908,3004756.792,1840450.841,2245324.204,2574509.254,3548161.606,
40.885,1262.51758,+,3287813.245,,,3,3287813.245,2644530.033,2520628.058,2498362.463,2164138.097,2016754.374,
40.886,1248.46558,+,4181916.098,,,2,3885017.476,3749754.91,2853276.25,3935814.981,4181916.098,3701986.618,
40.889,720.62946,+,1.313083032E7,,,6,1.227137764E7,1.230300643E7,1.164777854E7,9927042.814,1.313083032E7,9970982.747,
40.889,771.60175,+,1114255.238,,,2,779972.3575,570362.6976,754786.2104,1114255.238,567824.2978,680810.5161,
40.902,910.78497,+,1.133246474E7,TG 55:6,TG,6,1.087393185E7,1.133246474E7,9696657.458,9387777.607,8815141.488,1.02222026E7,
40.932,922.78546,+,8.084613016E7,TG 56:7,TG,5,4.998522498E7,5.51798414E7,4.264028667E7,8.084613016E7,1.536630603E7,5.657599737E7,
40.94,972.80164,+,3840647.533,TG 18:0_20:4_22:6,TG,6,3809857.965,3840647.533,3355939.079,3442637.214,3656231.372,2672875.816,
40.964,852.71411,+,9989940.151,,,1,8665437.455,9045572.465,9437971.932,9762604.947,9989940.151,8868635.147,
40.967,884.77026,+,1.376387063E7,,,4,1.310045995E7,1.104209773E7,1.376387063E7,1.175963985E7,9718014.753,4792471.583,
40.973,367.33615,+,1.261426657E7,,,2,1.177426899E7,1.261426657E7,8676130.353,8860523.502,8570630.232,7381170.882,
40.98,956.86346,+,1.182075708E7,,,1,1.182075708E7,7593371.807,1885921.626,958014.2048,2187820.848,2246761.039,
40.992,716.97534,+,1168289.897,,,1,592179.6763,356951.5708,319143.6046,1168289.897,393910.8874,293164.1024,
41.044,708.66644,+,1662293.052,,,6,1565086.385,1592338.816,1338354.954,1662293.052,1442986.097,1419903.805,
41.049,974.81781,+,7995737.267,TG 60:9,TG,5,5085759.151,7995737.267,5566460.251,4342667.13,5172476.215,4586569.572,
41.072,690.62,+,2.420808588E7,CE 20:4,CE,6,2.338841651E7,2.346382338E7,2.420808588E7,2.335564613E7,2.240901323E7,1.249636794E7,
41.093,638.58752,+,1041953.594,,,2,715320.0345,1041953.594,753047.4718,695481.4365,750008.1794,696915.4999,
41.124,937.8045,+,1445291.321,,,2,500919.8096,1445291.321,440904.9985,469550.3988,1349070.573,347095.3126,
41.128,948.80103,+,5.039905468E7,TG 58:8,TG,11,4.747963358E7,5.039905468E7,4.38389944E7,4.772132179E7,4.343517033E7,3.522831073E7,
41.14,898.78528,+,8.49121147E8,TG 54:5,TG,1,6.79282514E8,6.593940412E8,5.406015565E8,8.49121147E8,6.033581375E8,4.932581053E8,
41.141,678.61853,+,6031058.408,,,6,5605200.049,5583384.086,4348439.94,6031058.408,5158090.672,4499400.743,
41.142,922.78564,+,2.399220452E8,TG 56:7,TG,12,2.02953843E8,2.399220452E8,2.103482208E8,2.293307014E8,1.92835073E8,1.501265103E8,
41.143,978.81299,+,3249022.758,,,6,2391359.189,2395193.437,2646113.833,3249022.758,2521153.881,2220285.971,
41.144,381.3512,+,3447857.225,,,4,3447857.225,3051921.306,2626103.613,2875864.97,2724422.482,2356883.557,
41.146,1006.87958,+,2901519.832,,,6,2167184.645,2901519.832,2638168.003,2623430.449,2384017.956,2139411.175,
41.162,904.74323,+,2.121131189E7,,,2,2772760.913,1.41201285E7,1.152481791E7,1.692228318E7,2.121131189E7,6256337.957,
41.164,626.2395,+,1464733.541,,,1,1235314.104,1168646.036,322806.657,148926.565,1464733.541,1220295.886,
41.169,860.77008,+,4.180929109E7,TG 51:3,TG,3,3.28040814E7,4.180929109E7,2.771997904E7,3.50240265E7,3.99338036E7,1.339380533E7,
41.185,834.7514,+,7.893276211E7,TG 49:2,TG,7,6.525031285E7,6.105827522E7,7.192704301E7,7.893276211E7,7.368458073E7,5.615072404E7,
41.193,918.84869,+,1177872.264,,,4,1177872.264,949767.5221,984876.3573,1143407.801,961423.5263,967593.4432,
41.198,808.73834,+,4.367164272E7,TG 47:1,TG,6,4.367164272E7,3.823678278E7,3.293921277E7,3.790345057E7,3.514039321E7,3.068065536E7,
41.199,815.78339,+,5953654.918,,,6,5931947.749,5953654.918,5123531.212,5764396.296,5362438.33,4541288.007,
41.201,910.7851,+,6793523.718,TG 55:6,TG,6,6026438.264,5706105.349,5908403.523,6793523.718,6375783.868,4860232.833,
41.206,395.36676,+,658745.889,,,1,658745.889,541020.5923,408283.1557,569868.0878,519865.0466,337097.9328,
41.208,782.72375,+,1.521261243E7,,,6,1.234313518E7,1.398019754E7,1.521261243E7,1.492639239E7,1.357771315E7,1.23121162E7,
41.238,367.33615,+,4909259.151,,,2,4303807.876,4909259.151,4844691.893,4077325.738,3519050.594,2765106.073,
41.246,872.77533,+,4.441294461E8,,,1,3.976572847E8,4.441294461E8,3.744444084E8,3.818706541E8,4.198407228E8,2.756197376E8,
41.254,902.78015,+,1993296.884,,,1,1993296.884,850940.1786,848601.0694,912241.3119,585585.5844,753415.8948,
41.255,851.70813,+,4057504.77,,,1,2525158.746,2438838.07,1389920.516,3346477.365,2286770.809,4057504.77,
41.267,887.78967,+,7719759.61,,,2,3400091.768,7719759.61,3600409.649,3395290.617,2652955.531,5316103.271,
41.287,891.74194,+,1352689.367,TG 53:4,TG,2,1207280.31,1352689.367,999815.7176,928946.124,819073.4655,934162.7958,
41.307,652.60321,+,4224789.386,CE 17:2,CE,6,3991757.214,4122748.233,3247879.794,4224789.386,4092406.423,3039700.961,
41.317,1290.40625,+,2294517.305,,,1,1890097.542,2247405.664,1745449.841,2294517.305,2153334.478,1851797.707,
41.323,1325.18933,+,1716874.761,,,5,1362610.029,1576480.583,1391008.983,1716874.761,1395195.891,1305523.536,
41.346,1337.1886,+,4755521.578,,,5,3884845.896,2972917.523,4055376.939,4138106.44,4625124.77,4755521.578,
41.363,875.78943,+,1384862.026,,,1,1384862.026,1113104.928,1227198.153,1195981.769,1100055.086,951652.5885,
41.366,1077.92957,+,1.228919267E7,,,6,1.21503948E7,1.156371822E7,9977265.37,1.028543613E7,1.036190299E7,1.228919267E7,
41.371,1288.53259,+,1.134474729E7,,,3,7400957.386,9412079.453,7187210.51,1.134474729E7,9192671.122,8701837.375,
41.38,1274.4801,+,1.312410376E7,,,4,8403417.07,9952918.853,9785873.103,1.312410376E7,6661085.025,1.170940571E7,
41.382,746.64478,+,6.170516051E7,,,6,5.29020883E7,5.063511553E7,5.188339636E7,6.170516051E7,6.074787318E7,5.775607133E7,
41.383,1010.92657,+,1.575598858E7,,,6,1.393698497E7,1.510094549E7,1.508323221E7,1.575598858E7,1.404700131E7,1.229913748E7,
41.383,732.64081,+,2525629.631,,,3,2525629.631,2510584.141,2467145.32,1556042.74,2525352.237,1439621.655,
41.388,273.25729,+,6724294.239,,,2,6097275.947,6315246.559,6724294.239,5433491.457,5781515.291,4291279.457,
41.388,760.66016,+,5119255.221,,,6,4527216.251,5119255.221,4246054.731,4723251.181,4689761.354,3962242.021,
41.389,1108.92627,+,2382490.135,,,4,2246792.994,2311461.886,2193053.652,2374855.175,2382490.135,2258761.351,
41.389,1121.94348,+,1865103.869,,,3,1865103.869,1709140.931,740250.6131,1422440.205,1311823.916,1626237.11,
41.39,732.66522,+,1.536096828E7,,,6,1.338522162E7,1.380055914E7,1.357657391E7,1.46123814E7,1.536096828E7,1.370257278E7,
41.39,1041.93567,+,7935811.758,,,6,7754726.442,7935811.758,6388898.9,7292597.46,6680216.23,5351183.771,
41.391,219.2104,+,5526066.289,,,1,4860459.627,4786749.765,5526066.289,4618823.091,4669483.428,3907703.183,
41.392,690.62054,+,2.731508529E9,CE 20:4,CE,6,2.543311631E9,2.623810673E9,2.325330117E9,2.731508529E9,2.598766865E9,2.337586169E9,
41.392,772.69666,+,4.922623548E7,,,1,4.725632325E7,4.184959647E7,4.348848882E7,4.922623548E7,4.804263865E7,4.475393305E7,
41.392,718.64954,+,1.332484969E7,,,1,1.312701563E7,1.301262766E7,1.215869638E7,1.332484969E7,1.27503729E7,1.320578919E7,
41.392,247.24167,+,6575844.935,,,3,5924532.889,6501970.37,6575844.935,6478454.997,6245410.799,4390319.324,
41.393,704.63281,+,2.229324522E7,,,6,1.785861392E7,2.062065995E7,1.936231453E7,2.229324522E7,2.228062762E7,2.0423365E7,
41.393,746.68103,+,1.289916224E7,,,6,1.24041393E7,1.174610682E7,1.118159566E7,1.289916224E7,1.206380062E7,1.124377553E7,
41.393,313.28848,+,4912180.523,,,3,4912180.523,4423392.442,4113804.99,4035387.131,3797532.929,3103893.16,
41.395,760.69653,+,8972207.125,,,6,7070187.134,8063642.497,8087070.507,7304592.862,8972207.125,8629527.969,
41.399,1389.21692,+,2268172.651,,,6,2201151.748,2268172.651,2028658.511,1913361.709,2223435.394,2017279.204,
41.402,860.76892,+,2.564446864E8,TG 51:3,TG,8,2.564446864E8,2.517960388E8,2.417043342E8,1.818405296E8,2.023753509E8,1.769638683E8,
41.404,886.78534,+,7.573002973E7,TG 53:4,TG,6,6.165041296E7,5.79369882E7,4.793602193E7,7.573002973E7,7.533689131E7,5.691246355E7,
41.406,716.63452,+,2.544962228E7,CE 22:5,CE,6,2.273808278E7,2.073597453E7,1.933862459E7,1.421896406E7,2.544962228E7,2.008880073E7,
41.414,369.30972,+,836902.4227,,,1,607027.8244,836902.4227,567699.0935,439187.1387,298876.7776,371490.2885,
41.416,834.75104,+,6.133345766E7,TG 49:2,TG,6,6.133345766E7,5.268027721E7,4.62076633E7,4.185910432E7,4.013023157E7,3.368134854E7,
41.489,808.73938,+,1.252115166E7,,,2,1.221742702E7,1.252115166E7,5359520.603,9529514.506,1.036949845E7,6954798.1,
41.493,974.81708,+,3711743.722,TG 60:9,TG,3,3711743.722,3429925.153,1017069.781,1064134.199,3169090.496,817871.0855,
41.517,924.8006,+,1.155815808E8,TG 56:6,TG,1,1.090000745E8,1.155815808E8,9.187790054E7,9.509868394E7,4.555136773E7,5.59444263E7,
41.519,305.147,+,509265.8231,,,1,65218.48614,87728.91775,102048.9764,509265.8231,128294.2391,62423.33567,
41.52,405.22464,+,381426.6188,,,1,89391.55165,171164.5195,120508.1114,381426.6188,102951.6556,98965.0099,
41.522,606.61871,+,5590942.487,,,6,4719529.181,4001992.832,4468157.488,4065457.932,4668265.407,5590942.487,
41.522,819.0799,+,267149.5875,,,1,85491.57511,71517.3353,31432.96346,267149.5875,71908.57584,96927.27066,
41.523,804.53333,+,695758.7897,,,1,522942.312,695758.7897,342679.8044,506989.4005,288388.4995,446913.0589,
41.524,1136.90723,+,1407806.237,,,1,1180228.612,1407806.237,1013846.75,1316213.124,1131119.861,453291.6775,
41.534,950.81696,+,4.045131085E7,TG 58:7,TG,6,3.559703838E7,4.045131085E7,3.243105426E7,3.324885463E7,3.947357245E7,2.86651171E7,
41.554,554.58722,+,1300529.187,,,1,969797.0789,1118899.032,1129852.609,1300529.187,902094.038,805518.1069,
41.568,948.80103,+,1.930829943E7,,,3,1.875027512E7,1.930829943E7,1.156486201E7,1.41163535E7,9470243.368,8791086.644,
41.573,976.83405,+,849746.6165,,,3,639647.8628,741376.1704,419714.9331,708496.4433,849746.6165,458802.3307,
41.591,1025.89868,+,2126911.33,,,6,2116927.904,2126911.33,1917946.59,1744813.689,1571555.157,2073397.521,
41.613,886.78632,+,1.044903172E8,TG 53:4,TG,11,9.668057508E7,1.044903172E8,8.090685485E7,5.608028181E7,3.951938457E7,3.407167668E7,
41.676,924.80249,+,6.416855857E8,TG 56:6,TG,15,4.816860875E8,6.416855857E8,5.053157123E8,5.963069401E8,4.450789212E8,3.788009395E8,
41.695,1008.89447,+,8259479.85,,,6,8259479.85,7663218.285,6854208.545,7697922.376,7017815.374,5390386.918,
41.695,938.81659,+,2346844.183,,,2,1965623.513,2011850.347,2346844.183,1720606.382,1678185.678,2038156.603,
41.696,980.82813,+,8326039.687,,,6,7914505.029,7448458.679,6511757.02,8326039.687,6999863.008,6727776.883,
41.696,994.88031,+,1650187.48,,,5,1441018.942,1412182.161,1410856.543,1650187.48,1367950.632,1529745.548,
41.701,966.84729,+,2322369.882,,,4,2322369.882,2260805.879,1709633.938,1964901.458,1895750.294,1750210.87,
41.736,563.57654,+,1744101.589,,,3,1230940.59,991804.6618,541708.124,1524453.26,1476043.723,1744101.589,
41.742,926.80688,+,5.424657177E7,,,1,2.701522361E7,5.424657177E7,3.556086901E7,4.95285303E7,3.710011133E7,3.974809048E7,
41.754,775.03644,+,8761495.787,,,1,1356866.576,8761495.787,6266229.916,1873500.957,4274178.036,3500286.174,
41.756,912.8017,+,1.241667695E7,TG 55:5,TG,4,7897240.893,5283894.196,3923204.932,1.241667695E7,9037859.771,4451115.903,
41.767,804.53357,+,803164.1232,,,2,719389.7847,803164.1232,548546.1185,304235.8306,306170.8125,305384.9544,
41.769,968.82861,+,871896.41,,,3,786677.4481,737212.0145,561852.6229,746766.2023,871896.41,741468.9509,
41.77,954.81177,+,1.179518091E7,,,6,1.053159025E7,1.072486472E7,9400771.076,1.179518091E7,1.075404431E7,9311468.125,
41.77,982.87866,+,1.170277697E7,,,6,1.170277697E7,1.145094037E7,9877622.2,1.16675011E7,1.041490306E7,8783576.28,
41.77,968.86426,+,2502625.935,,,6,2403904.601,2355077.123,1509793.679,2502625.935,2165758.832,1559854.405,
41.771,898.78528,+,7.521141966E8,TG 54:5,TG,12,7.521141966E8,6.968578081E8,5.729730036E8,6.644540868E8,6.40181085E8,5.358546492E8,
41.771,940.83185,+,3582128.185,,,6,3582128.185,3526084.546,2919034.741,3240126.727,3052694.886,2645469.289,
41.774,881.75732,+,2969336.548,,,2,1452345.251,2969336.548,1192866.067,1236845.611,977655.8258,1681547.166,
41.78,818.07928,+,1068730.672,,,1,150734.5455,428476.9448,1068730.672,139459.0225,107747.8006,263500.2826,
41.782,877.72339,+,1.779223368E7,TG 52:4,TG,6,1.779223368E7,1.676640739E7,1.729759325E7,1.770848542E7,1.751329672E7,1.336116402E7,
41.783,928.79602,+,3284389.418,,,5,1391428.241,2737956.555,2081290.482,3139178.205,3284389.418,2532558.526,
41.791,956.86371,+,3695783.964,,,3,3695783.964,3009287.62,1921748.506,3337875.123,3018381.786,2447206.73,
41.799,270.14154,+,977543.9901,,,1,386856.9065,183791.6595,977543.9901,354972.9916,459110.1323,261961.0006,
41.803,742.65051,+,608534.0584,,,1,582241.046,553353.8375,430793.4986,608534.0584,517204.6292,469951.4707,
41.867,848.77203,+,1.906682716E8,,,1,1.984172617E7,1.536176867E7,1.906682716E8,2.208934715E7,1.241574728E7,1.239667105E7,
41.881,885.82471,+,3.030314424E7,,,6,2.793362894E7,2.672785493E7,2.764405334E7,3.030314424E7,2.995400919E7,2.532194772E7,
41.885,871.81903,+,2338461.946,,,6,2338461.946,1815012.69,2139122.137,2305892.94,2202585.013,1860625.565,
41.886,1150.10693,+,3202958.229,,,6,3144967.759,3047833.424,2972417.539,3202958.229,2920839.725,2292752.472,
