Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20191118_KAO_1uLPool.raw (F1),20191118_KAO_2pt5uLPool.raw (F2),20191118_KAO_5uLPool.raw (F3),20191118_KAO_5uLPool_20191118202447.raw (F4),20191118_KAO_5uLPool_20191119024733.raw (F5),20191118_KAO_methodBlank.raw (F6),20191118_KAO_methodBlank_20191119031929.raw (F7),20191118_KAO_T550M.raw (F8),20191118_KAO_T551M.raw (F9),20191118_KAO_T552M.raw (F10),20191118_KAO_T553M.raw (F11),20191118_KAO_T562M.raw (F12),20191118_KAO_T568M.raw (F13),20191118_KAO_T569M.raw (F14),20191118_KAO_T570M.raw (F15),20191118_KAO_T571M.raw (F16),20191118_KAO_T582M.raw (F17),20191118_KAO_T650M.raw (F18),20191118_KAO_T651M.raw (F19),20191118_KAO_T652M.raw (F20),20191118_KAO_T653M.raw (F21),20191118_KAO_T690M.raw (F22),20191118_KAO_T691M.raw (F23),20191118_KAO_T692M.raw (F24),20191118_KAO_T713M.raw (F25),20191118_KAO_T714M.raw (F26),20191118_KAO_T715M.raw (F27),20191118_KAO_waterBlank_20191119035125.raw (F28)
2.348,641.43781,+,190336.3368,,,3,119395.0894,31415.8009,183198.954,183086.7832,175756.0781,49415.98211,48325.84336,170497.6812,69825.64015,150031.1384,71408.09997,139560.6576,126509.2275,33208.12002,130129.2053,86251.88155,179832.8162,43658.87405,150852.5774,104528.3437,190336.3368,100701.6659,154359.2385,70051.18025,119823.2422,48211.79401,136562.6238,1481.158869
2.57,301.21725,-,363476.2403,,,7,17115.77282,49461.31679,144745.4624,147604.6726,157941.1968,958.0047515,938.6568202,363476.2403,98419.94228,79257.7948,32679.95082,185411.1921,87348.08858,96128.54844,104803.2732,97220.02854,103969.3886,169191.5686,148188.1376,46387.33699,56486.56881,196481.8637,263725.2151,53935.40706,49438.75922,213624.8821,78805.69211,953.5585273
2.627,480.30936,-,1356033.692,LysoPE 18:0,LysoPE,35,41441.51016,182116.4854,465080.0207,430673.168,493296.8606,965.4379497,933.1974598,907743.8403,598302.6612,325590.576,463961.1733,740332.4278,593512.6018,579414.6403,419003.9091,689696.8841,672147.3058,658531.9634,519961.0126,488960.287,406684.5226,376249.7493,1153552.665,361096.0427,444379.666,1356033.692,499145.979,960.9572271
2.671,524.37115,+,7.29E+07,LysoPC 18:0,LysoPC,50,8434701.024,2.43E+07,5.01E+07,4.84E+07,4.92E+07,3990.47654,6091.043588,6.02E+07,6.13E+07,4.22E+07,3.89E+07,6.33E+07,5.77E+07,5.35E+07,4.65E+07,5.17E+07,5.52E+07,5.91E+07,5.17E+07,5.03E+07,4.69E+07,4.14E+07,6.60E+07,4.17E+07,4.48E+07,7.29E+07,4.85E+07,1683.410204
2.671,622.33887,+,2700178.442,,,25,328245.4709,996760.6819,1877829.191,1828109.537,1804108.527,4381.798147,4792.714815,2157687.016,1884667.23,1639600.357,1026000.575,2301080.924,2065575.16,1435366.318,1797949.834,1891960.906,2063134.253,2101527.836,2043551.773,1895952.046,1802409.687,1581733.428,2544145.785,1744572.23,1826527.991,2700178.442,1754435.672,1402.282311
2.673,565.36237,-,319444.2408,,,23,24174.39165,89086.85388,207694.3443,199937.22,215840.1835,1005.331117,971.7584075,243998.2996,271768.2159,186256.0907,180520.9763,263591.7674,214638.7718,223663.9757,208260.5192,236003.6615,229006.9471,242195.691,186363.5413,205752.3364,178964.4915,173981.5195,285678.7933,167353.4819,188421.1229,319444.2408,186024.5918,1000.665245
2.674,740.36639,-,244279.6261,,,18,23938.96189,83465.8285,164463.8073,166672.7346,164188.174,1081.206203,1045.09967,189231.8153,201587.0175,146508.4038,73276.28719,213332.7119,180216.44,186642.9862,153417.1975,174567.9248,176361.2915,174418.7679,171618.8243,168525.3683,159080.5472,130833.8533,216063.8866,140331.4769,151985.039,244279.6261,144529.2309,1076.188185
2.675,1593.08069,+,664203.6948,,,17,3872.054793,4995.077872,203605.8216,178065.6093,277665.9806,1485.360202,1598.377146,376292.4373,425556.9672,67717.01984,6969.140444,275423.4067,275022.348,218803.8668,100398.6184,215057.4936,177163.7398,397401.0426,186179.6634,148977.0474,72801.2197,63332.1657,552799.8078,71012.75147,104796.0038,664203.6948,99139.81486,511.1650685
2.689,834.61469,+,676767.8599,,,3,436712.5832,542578.7957,72834.29614,81698.28695,77518.88802,196021.0199,206246.0898,506099.048,367564.3827,377472.0105,483613.7137,432168.6123,362583.7708,374203.929,393752.0021,551989.7139,360955.854,418254.0052,350605.4825,288750.6276,257769.4964,396405.8949,373641.7612,506414.2375,646770.787,346484.4087,676767.8599,2537.282275
2.705,227.20146,-,283289.9588,,,2,20551.66885,92701.42755,250139.3779,145408.5522,106851.132,11303.3992,9603.291186,188704.4353,131642.6493,103156.3361,94282.47896,161792.7118,128355.0855,130456.9425,136795.569,147338.6257,109904.4056,283289.9588,192058.9102,150830.1873,203277.496,129463.6069,207231.1677,115811.0321,121345.3635,219740.7254,149530.101,3877.614532
2.726,790.58978,+,1264641.934,,,15,949215.4133,713708.1123,159632.8916,157911.526,170935.2441,365253.8273,359735.906,878697.771,603109.7276,720683.2699,882074.1831,922470.8864,717529.531,703005.6225,842313.5931,1079452.709,701662.0747,646812.4571,695937.2587,749099.1526,512524.8207,727334.0921,745138.5304,616390.7029,1264641.934,749562.111,1210983.328,2648.388171
2.747,746.56226,+,1925713.982,,,20,1519337.318,1149827.029,285150.1297,252355.2525,201244.6949,599935.4463,589832.0598,1450244.601,969799.4131,997232.9362,1392401.374,1230706.471,1042312.873,1163083.415,1256107.897,1721181.56,1018706.016,1152383.501,1220934.083,1194541.192,731553.2804,1084816.318,1461199.346,1468424.987,1834341.412,983815.0414,1925713.982,2555.129219
2.748,277.2171,-,1099340.059,,,7,30191.95703,129172.6505,319977.3533,309912.9116,329397.5908,1062.705589,1093.56482,1099340.059,62349.81102,630976.6601,210969.5416,124356.8034,119640.2689,57074.31205,279431.3596,164164.9847,87757.08811,73534.90704,93864.57309,772105.049,746359.5448,284349.6186,595662.3127,304814.7686,377203.8733,262422.7667,84383.90387,1045.694509
2.755,702.53613,+,3323294.581,,,24,2347850.385,1743187.478,476848.4503,453984.0148,458189.0313,937734.3865,921364.0537,1947604.144,937137.1466,1821890.705,2270073.807,2007954.724,1688676.398,1802146.391,1930105.407,2336760.485,1871085.672,1769914.598,1787749.039,1815282.275,1260167.986,1903186.825,1891758.75,2186068.025,2969448.057,1795555.834,3323294.581,2641.059853
2.783,658.51013,+,4505911.092,,,24,3266115.947,2483705.11,658735.8489,634922.4273,652677.8011,1290261.75,1299373.047,2835934.015,1945508.128,2479643.438,3161349.921,3037174.653,2345942.391,2437230.72,2614676.549,3513532.106,2828803.961,2482305.734,2657647.462,2820500.973,1805140.403,2661291.698,2849055.6,2467391.277,3836744.164,2681261.575,4505911.092,2574.515391
2.794,583.39484,+,257796.1791,,,2,153681.4667,43181.46048,155514.3829,158253.2296,164621.8242,61169.14389,59253.64432,140151.5127,116749.7194,195787.4564,130287.8223,211626.0391,160670.1211,62988.54805,257796.1791,155305.1588,120984.7563,65827.69025,175830.3932,192431.9739,151945.9851,207244.6195,151220.08,133770.5029,205167.9316,97687.53465,202196.4625,1168.297823
2.801,614.48389,+,5767973.541,,,27,4433094.325,3314854.436,673168.46,714280.7102,607246.9956,1670538.668,1623478.339,3491825.33,2418516.055,3231326.672,3936406.878,3179700.994,3072113.108,2984921.428,3480413.434,4759125.141,3535715.309,2124458.442,3330964.368,3694766.529,2250401.659,3321432.832,3612793.558,3539157.88,5146780.052,3577449.501,5767973.541,2623.910488
2.819,570.45776,+,6132772.096,,,27,4791138.192,3667907.26,661101.1075,865647.8347,817835.42,1856006.979,1837392.774,3699884.263,2647076.056,3602455.975,4503437.046,3547813.191,3488215.804,2664829.097,2801911.614,5061819.61,3945713.354,3328905.487,3786572.852,4232797.565,2484059.618,3683913.022,4163989.924,3326113.256,5951323.539,3876899.48,6132772.096,2709.937805
2.823,548.38031,+,343481.8924,,,16,151980.2533,173397.4984,15587.63694,6229.249334,6871.122341,98877.66693,114359.0899,9087.947207,81077.21125,225568.6019,121705.9958,9963.960153,150310.216,151939.8701,223017.5365,56828.89141,136287.1384,79006.07827,25978.7861,184173.8546,132396.7073,240760.5807,97752.73875,274219.6055,177356.3274,161393.971,343481.8924,1036.386329
2.841,526.43152,+,5546000.58,,,27,4570058.515,3103228.494,613206.2647,603287.0309,672027.2984,1735173.144,1665626.371,2921561.056,1938825.207,3034778.736,3911133.705,3343551.009,2986332.25,2537257.054,3376738.226,4870057.292,3544294.951,2824683.583,3462685.912,3346598.023,1915185.57,3125615.498,3364972.524,3573891.604,4114696.916,3239449.022,5546000.58,2603.643306
2.846,482.4053,+,4847801.268,,,24,3948003.755,2997472.872,472398.3054,529628.4084,499523.9673,1473677.783,1447592.718,2735807.981,1950157.594,2823499.462,3667068.802,3323465.104,2210027.055,2365740.108,3201007.389,4293900.576,3342702.338,2666707.794,3112725.44,3655799.64,1457696.484,2796327.709,3089539.678,3552710.653,4268152.988,3017898.87,4847801.268,2465.355912
2.862,438.37903,+,3716259.853,,,27,2819344.706,2325445.223,277485.216,256678.672,276511.0045,1124438.311,1064721.966,2248284.707,1333802.42,2195826.045,2723630.473,2800534.185,2088866.351,1716277.325,2393493.154,2987294.466,2497901.81,1865278.862,2262223.808,2690881.08,1258906.575,2102249.614,2261392.252,2640364.253,2764997.957,2230615.018,3716259.853,2590.13992
2.867,377.32611,+,3401459.421,,,22,2806881.595,1903692.212,200823.352,195839.382,196417.2119,967247.4642,1011571.242,1671869.015,1148639.853,1820543.641,2599790.525,2445966.521,1898954.79,1755190.867,2089295.036,2760725.041,2132074.59,1695436.251,2023639.948,2439142.862,1086765.115,2104203.364,2062240.339,2051209.808,2458316.447,1954393.73,3401459.421,2685.886277
2.915,227.2014,-,490351.3997,,,24,52299.40645,219947.0353,250139.3779,281411.1084,302251.0084,33920.68104,32167.87272,490351.3997,432959.5025,275902.374,264887.8705,354199.1661,294965.9076,288030.3257,233087.753,293578.1376,311162.2774,283289.9588,270547.5082,283591.4343,336916.0763,332214.7281,364636.6562,292887.909,349039.2684,280841.0241,256201.8593,8213.989472
2.951,550.38708,+,344777.3334,LysoPC 20:1,LysoPC,18,38480.83035,122023.3796,212845.9228,218543.2832,203500.9872,4395.230696,4337.352678,243691.1547,339840.0272,210188.947,210708.7787,242640.5411,208829.8675,266156.6153,221004.8466,196083.3342,205354.3545,344777.3334,251997.48,214134.6224,224318.1341,279158.7799,297934.8227,224754.6339,211783.5225,285594.896,220350.8781,1388.074509
3.117,327.23322,-,1020724.515,,,20,51362.94531,141706.9248,290736.8607,278281.3467,287309.818,1135.380827,1084.997501,1020724.515,214785.7106,145879.0183,78007.50331,292153.7061,212279.1092,159874.3309,103767.6809,317954.3075,266683.247,248536.4342,334264.7811,194076.7821,164450.7612,472518.1358,839664.5799,104046.5192,112885.235,693238.3192,211230.9288,1111.940454
3.203,510.39246,+,357613.9161,,,15,17628.63174,158641.5512,216530.804,205105.3916,219496.6069,2792.38749,2664.483309,357613.9161,306693.383,205144.7693,220769.7417,315032.8234,222591.7665,257324.1206,214720.4734,274245.9413,252598.8157,273781.4877,224591.0422,276496.481,202930.8591,237722.5099,338999.1921,216744.911,216928.2982,292302.9145,187022.285,1392.289833
3.208,650.43951,+,531420.0675,,,3,139069.428,174453.4905,319991.5334,217948.1552,464303.5254,9725.770961,9373.746714,437184.5145,450156.1018,434314.5804,178483.1447,189846.431,241502.6466,411541.8021,258911.7894,228974.0909,239652.0853,307481.5169,531420.0675,417430.216,204661.5859,303710.9225,433361.0674,165987.8805,460839.6375,212140.9036,246649.8535,3601.231972
3.58,303.23312,-,507587.9801,,,22,37863.53488,103107.43,220520.0429,216972.5845,228673.9198,1213.864436,1266.109064,507587.9801,178170.5435,184003.0601,150547.4747,332964.4293,225269.7818,173807.1737,189423.2654,196928.3166,188303.5104,181010.4411,254135.7867,231020.4963,184407.5855,275875.6176,437054.3205,176191.5005,150428.5985,330493.822,123566.7578,1108.770285
3.7,279.23279,-,1594457.845,,,2,40004.3993,572537.1201,217860.7355,1255223.89,1594457.845,3063.498563,7583.145678,119714.2903,82548.92546,1046822.205,90966.35729,175923.9175,843020.3328,104013.3036,112279.9119,1126657.154,122243.6187,120185.8498,111798.8564,238607.3922,269697.9899,320273.3518,57386.34797,118364.1312,745391.4084,312910.6188,102051.7477,4014.646752
3.707,504.3378,+,357280.4438,,,3,114449.8996,56970.91277,24799.66866,34946.61015,29388.98941,66309.60958,64076.02543,18635.00504,66074.04409,165543.3381,255208.9933,28438.99429,96975.50125,142811.9994,199854.5488,195726.1161,158726.0993,116997.8641,64668.57643,126266.0426,116103.6783,300584.9498,150366.2618,79363.05866,357280.4438,113663.8342,267423.6114,1603.848142
3.772,477.30457,-,418752.3672,,,6,14353.82337,53938.85747,139508.0922,136430.9664,163097.4662,1329.974509,1310.573503,418752.3672,126015.2544,35328.94298,46827.67551,129614.6221,184218.4373,183835.0291,32215.08625,149356.1156,186751.7153,152285.9815,179213.9577,39859.75646,35630.86437,103965.7123,366027.601,30100.6673,41910.67149,193759.829,110044.0027,1259.80173
3.871,463.28928,-,617728.9191,,,7,25582.88034,95443.49871,181077.5336,239569.9637,224157.7586,1284.294154,1310.775191,236199.1172,129726.9949,185297.5329,358006.9024,161289.1203,112521.0228,144008.127,236540.7574,146300.0971,129126.8934,617728.9191,165344.8794,239900.3131,224312.1696,247814.1943,530648.8029,282984.096,425159.9155,218291.2983,229649.3692,1211.18937
3.884,241.21707,-,188719.554,,,2,38950.08269,86195.42739,103265.8827,102714.0165,117055.2072,26602.89576,35201.08689,188719.554,94835.82973,101084.8822,90123.28486,107566.314,92222.02731,92970.63877,84296.12758,100133.3236,84855.64506,99809.01576,88156.24582,110284.5999,150160.1919,107743.7004,125595.1757,98283.38793,101784.3466,106362.3708,92037.38866,2940.366958
3.902,279.23285,-,8696231.217,,,22,242503.734,572537.1201,1454123.815,1255223.89,1594457.845,10011.77281,10030.09302,8696231.217,547337.7082,1046822.205,594846.709,976838.6629,843020.3328,535276.3985,665493.1616,1126657.154,649808.2345,613896.1364,626295.6037,1450053.104,1509957.357,1844710.226,5439046.96,688956.6915,745391.4084,1739013.981,599497.1095,6953.986974
4.22,748.4845,+,731830.3417,,,17,182325.3009,170933.9797,55272.97541,59496.88378,61709.20522,149772.9114,141650.6405,74066.74473,248695.2588,470601.8808,210042.0601,52780.49317,337720.4659,271828.7403,401645.1974,374182.0472,284165.9587,233458.2501,148518.3038,356884.3435,293053.462,485400.7673,310181.4127,522082.0874,387225.1857,423038.9568,731830.3417,959.2991741
4.339,465.30423,-,7417807.321,,,10,527914.9382,1412380.106,2702510.7,2628262.507,2463028.762,2643.41146,3646.293633,4359461.933,3465900.75,2113477.172,2703802.53,3568959.837,2930396.057,3797438.565,2200007.6,3277956.752,3439290.545,3988756.168,2713808.514,2492861.639,2485754.735,3226429.462,7417807.321,2664280.061,2672368.731,3707706.213,2947396.423,1049.614819
4.572,369.35181,+,278760.851,,,9,32303.66306,103254.8198,168148.9803,157437.1575,195731.1795,9659.432215,10897.02249,206656.0348,165190.6896,144285.748,202267.7056,232532.8604,203248.1933,198657.6566,159756.3878,246999.1258,208353.6409,220519.4508,174744.0635,175620.1708,142723.4162,180240.1526,278760.851,162175.5965,206614.7328,183051.144,169588.1629,1266.829974
4.589,465.30423,-,2.00E+07,,,25,1299908.077,4225441.18,8951748.924,9781388.375,9094473.331,9282.261151,15290.04319,1.39E+07,9053427.048,7181951.992,8755175.735,8593692.892,1.06E+07,1.29E+07,8497947.069,1.15E+07,1.21E+07,1.18E+07,8877440.504,9657771.65,8810924.857,9989226.011,2.00E+07,8745314.782,9262922,1.20E+07,9667760.937,1148.75949
4.638,618.36029,+,502065.4018,,,22,274963.196,326687.7582,382983.9723,349085.1949,188527.3988,68466.20709,69903.22335,335474.7623,362608.7354,195932.4731,412496.2723,234216.9183,404441.5918,373702.4811,246708.9923,399811.8591,413048.1706,349420.6737,337008.5966,362488.1345,418025.88,374759.9613,296268.286,416938.1916,502065.4018,400255.024,406793.1991,1025.129297
4.741,255.23277,-,7763343.007,,,5,237490.5138,3751168.335,2747443.932,3004528.465,234231.3676,1495954.628,177067.2332,419729.7103,371431.9215,387946.1011,486315.6515,290760.8832,544982.2354,4181878.132,486257.3512,3818929.944,3638696.952,430032.369,436124.0092,219111.3306,3278166.938,3890297.784,4173810.823,4499208.656,7763343.007,458077.4708,4507534.946,68806.45357
4.905,255.23279,-,4.15E+07,,,34,2.02E+07,2.95E+07,2.07E+07,2.15E+07,2.27E+07,1.04E+07,1.09E+07,3.22E+07,2.92E+07,2.65E+07,3.31E+07,3.10E+07,3.09E+07,3.24E+07,2.83E+07,2.60E+07,2.22E+07,2.81E+07,2.62E+07,2.84E+07,2.39E+07,2.99E+07,3.11E+07,3.18E+07,4.15E+07,2.96E+07,3.21E+07,18423.53042
4.909,609.44189,-,218162.355,,,4,90883.74484,183028.4185,85164.49532,92987.9936,98146.02759,31937.91453,33515.57657,171536.5805,150626.0617,130733.5399,130970.834,164722.1045,158013.2227,154496.1039,136759.5839,153827.0242,125925.7971,143271.9035,125262.7546,145935.7724,107464.7303,187469.6145,152713.9257,178869.1714,218162.355,147829.0188,206094.314,705.7239835
4.911,337.23605,-,1458060.971,,,26,778499.1294,1216901.313,821078.5261,857277.3757,947779.5276,322250.8237,439896.1753,1331239.074,1229155.705,1078024.091,1156524.067,1272326.095,1253566.4,1267753.038,1181129.202,1112090.064,922317.3325,1167243.56,1062285.874,1184480.614,948200.4748,1139736.964,1297662.588,1132220.028,1458060.971,1221791.181,1370905.691,3077.299991
4.911,533.45477,-,789661.8,,,24,295091.4099,609997.3654,307178.9448,364717.5533,362464.3825,85430.20497,107555.918,605316.1834,524093.2172,450185.2239,525321.7621,569085.4839,555281.4909,601608.3006,502395.8359,520050.6047,388763.5831,511426.3179,451567.1418,516238.0552,368642.0428,640798.0148,543710.048,573520.0759,789661.8,530331.76,759166.658,642.4703283
4.912,691.44476,-,200696.9033,,,3,88319.31172,177022.2081,88142.00075,95497.21714,104343.8516,32395.30422,42250.79335,153202.6625,134653.3149,122288.0393,90870.81563,159181.6836,145801.7804,166966.3674,139025.4078,140985.7036,117171.8667,138688.0712,120226.061,130115.2914,109410.9823,174294.1285,137477.2961,171533.1196,200696.9033,135667.6761,181964.3891,791.1323838
5.024,467.32034,-,169048.506,,,2,6690.225169,30859.10706,79413.54297,81217.98413,99365.73253,4000.055019,3783.165542,153021.2825,125268.2575,31056.38865,33601.56393,149822.0584,143815.8813,165031.5089,18743.52393,101991.2999,107650.1508,87841.64816,84033.28861,25542.08359,30650.71243,71047.64757,169048.506,32138.94801,52806.04393,139896.3165,84998.38733,827.5346775
5.119,868.5174,+,196368.7514,,,8,89913.50412,95545.82963,117181.9803,117597.1495,106610.9123,63001.25619,62552.91207,121406.4951,178691.765,120031.3223,126256.8081,183506.863,130520.55,125924.4303,147962.9243,166687.1485,98112.75393,109641.8455,118591.8393,162409.4657,105219.4461,196368.7514,140671.1142,164048.2196,189997.8068,153874.5443,189896.9851,924.4394901
5.134,301.26395,+,198574.3813,,,6,82150.8108,196968.4198,1336.638678,1722.894912,1278.769246,35224.0542,28563.77337,28913.16975,38057.96562,99817.21493,69260.66054,88847.66439,198574.3813,158595.8014,128571.2368,81369.56231,63524.46237,63994.68631,59607.88816,50722.13954,51694.86776,94997.47393,64652.34738,140524.3697,90002.76471,71112.60998,183436.3234,907.9977277
5.198,597.39368,+,294965.8889,,,4,138705.5516,294965.8889,7745.271637,11858.30755,10980.9498,51150.57073,53427.10653,69636.99883,85339.90504,128984.6602,113878.6653,147826.2143,293715.9426,137725.9602,158464.2019,170803.9668,98872.21771,94678.61379,106338.6686,117138.9946,93474.26359,184558.5753,134633.7244,219566.8953,132091.4417,96881.02817,227865.0985,5798.505626
5.229,948.58978,+,323859.7032,,,10,82441.78809,57249.47375,42186.73793,39796.23248,44203.01194,66724.49778,78159.26145,35812.40234,117453.3333,198183.731,116843.0117,22876.24468,177341.0795,144175.324,198680.9391,227857.1132,150627.5529,121559.7515,72675.31858,193484.0144,143013.0031,226292.5561,152320.586,310569.7051,196573.5043,268862.6734,323859.7032,874.0523288
5.25,479.31995,-,808087.6221,,,14,32445.51253,129161.1512,253413.0645,273064.2675,297684.5735,1554.07632,1637.689771,741958.1183,340021.8727,101061.8856,130790.4882,336161.6529,420941.4234,439846.61,112769.7919,405805.1638,316996.161,349486.9505,305352.3918,150103.3473,126312.1007,260404.3786,808087.6221,143871.9417,176086.3374,450884.8075,291403.7636,1122.247443
5.254,369.38388,+,1942238.07,,,5,47077.14816,177766.0417,1864.171935,1803.681209,2079.989638,19474.21932,21116.25,221829.4709,36553.08661,65450.18322,38495.76869,43651.27673,97334.38249,70390.56986,51465.57506,47210.68141,32382.07382,291669.9721,36988.68334,34421.96098,1942238.07,116003.7566,39375.22655,113278.0177,43742.73511,26206.69264,88462.69826,1074.46535
5.287,281.24841,-,1.11E+07,,,5,1261811.472,1948538.967,2095480.939,2058354.142,2195697.042,509687.6182,498178.7349,1.11E+07,1747254.173,1911096.617,2013078.897,2348055.644,2699535.383,2005503.107,1720969.295,2909156.075,2095459.189,2229149.101,2226071.616,2308801.658,2754191.009,4034754.077,6554258.18,2043628.033,2505077.753,3598206.522,2764190.122,15456.49335
5.292,363.25165,-,431621.8557,,,2,43819.20724,68706.89754,78039.6761,79720.46122,86284.26988,18093.0961,19976.21431,431621.8557,66959.08278,76823.98369,65297.68059,90517.79221,108872.1185,78794.75875,64225.50865,114863.6061,79508.59854,82826.85513,84917.38011,89920.38323,123656.1139,191880.9764,302060.7167,77008.87608,98885.25089,129905.9315,104230.1333,933.5888344
5.295,553.36731,+,787588.9956,,,14,253111.925,594237.5874,8602.846547,6388.819433,5648.044732,97446.82618,94535.75653,127099.4806,172316.2233,256079.8774,208413.9366,273360.18,787588.9956,266549.7223,269456.3137,293074.743,177328.5154,178610.3475,208917.841,197044.3707,178265.011,323503.4309,232836.581,327345.1836,249150.9602,167939.2339,479447.4063,1414.624061
5.333,678.47113,+,465315.3889,,,8,117955.9569,173893.5627,178951.1529,244187.2317,340776.4807,3409.183997,3602.293873,306754.407,350270.7312,448505.7107,187142.9563,236062.0138,270940.6087,465315.3889,255791.4099,233597.0872,202928.163,319257.747,411586.7433,342946.8092,180115.2976,162097.4356,225649.2106,151146.9918,394270.4385,235903.995,232038.474,1671.618302
5.398,996.60028,+,2018420.401,,,27,1146161.564,742285.81,1443704.548,1431741.799,1527271.113,558585.5081,589681.5304,1616736.189,972076.2813,1459624.219,1128688.648,1199976.076,1121562.791,719416.7347,1937288.069,956455.3387,1925031.837,676828.2532,1273397.986,1030696.775,2018420.401,1175789.719,1467220.736,990144.3292,1030842.424,568502.0713,1236585.71,796.5771604
5.401,509.34106,+,1286387.093,,,21,464874.9585,1042747.569,8614.055707,8231.836217,12520.60822,169195.0449,184936.8585,216122.9022,297540.7765,452071.8355,356962.0933,486706.469,1286387.093,460028.1986,536651.4649,498797.4321,269475.3355,298662.887,354018.0062,363144.7537,308785.1328,549144.8428,338492.2914,800426.7848,453830.0274,277682.8392,842096.7925,1437.166539
5.404,345.29001,+,164637.0259,,,3,52030.914,147244.4217,1731.377039,1671.321688,1894.805181,21723.78564,24826.29374,18327.73312,28171.39425,71664.32794,48759.76519,59750.28056,164637.0259,114940.3803,87373.50199,58404.41115,43212.07903,41094.84697,43036.62163,35743.44866,38205.19654,60631.29185,39708.85407,98759.17813,58739.90734,54520.34212,127807.6629,813.1014676
5.532,465.31491,+,1906381.217,,,7,831634.2619,1294889.246,12868.2806,11584.24264,12571.27407,284182.9166,273170.5224,244042.54,462320.8162,750899.4756,607423.1945,787086.4271,1906381.217,723831.2939,761883.0655,818518.1131,660166.049,571938.078,536928.3021,609711.4657,458090.3959,832869.0382,653857.2697,1407625.89,788944.5884,429090.4782,1308293.143,1307.930655
5.572,536.34198,-,458229.6645,,,20,2604.64234,40314.2818,244718.1203,231123.7551,332665.5152,1716.920449,1639.732534,451891.4123,435740.4898,312860.811,232868.8107,219836.6861,439945.7819,455410.2227,198855.3023,160839.6011,229029.4669,458229.6645,330188.3268,204520.5982,161371.8444,199157.4329,181200.9797,101196.513,94769.60804,181579.1647,120116.7358,1050.824058
5.61,421.19495,+,504663.3197,,,3,411882.4269,282390.817,2744.322389,3328.154245,1998.956127,139130.2957,122623.3353,47897.297,83903.2948,121897.7293,269972.4753,316637.7509,223087.2729,241649.174,220998.833,498562.5213,504663.3197,250565.6835,177871.7808,231623.3758,95001.46142,388094.6188,400214.941,272361.2085,434173.9086,252151.6091,445618.6359,751.5047337
5.611,421.18033,-,136163.1724,,,6,105244.9783,69179.52332,863.8166659,899.930182,906.8295071,33165.89767,29706.34316,12131.03997,22368.41124,30121.24784,75825.38682,87687.02288,51583.52886,60557.28588,60785.34007,131292.2653,136163.1724,66477.36938,45771.38398,63695.74262,22357.23043,110519.1451,106757.6945,66846.60044,117974.4128,63153.00575,125645.2333,804.2572592
5.669,421.28833,+,2621775.598,,,3,1422866.442,2621775.598,17889.3518,18233.38408,21422.41224,431946.9665,362790.9528,434328.1489,722168.6602,883671.0373,911463.136,1081742.284,2525689.922,872340.9606,1228849.328,1098397.292,832655.4772,748482.7822,796800.3205,794154.6066,629915.3243,1143249.681,1100764.462,1751580.61,1007073.272,582296.7672,1735183.279,1364.861631
5.684,367.26437,-,323287.641,,,3,13092.31519,35329.66436,53697.49926,53858.09649,55613.67769,1390.366821,1297.470862,45101.30641,39403.14969,79394.88236,172496.0976,323287.641,85854.97126,12593.34232,58626.91569,37082.62228,36340.61887,1565.951224,1478.987945,175234.6807,1920.56545,45554.63412,1875.873871,3923.755421,2076.596891,1957.990581,62438.6009,859.0105482
