i,unique_id,ID,m/z,RT,molec_class,Type,polarity,lc_type,superclass,1091_8_FBG,1091_10_FBG,1093_8_FBG,1093_9_FBG,1093_10_FBG,1060_8_FBG,1060_9_FBG,1060_10_FBG,1062_8_FBG,1062_9_FBG,1062_10_FBG,1074_8_FBG,1074_9_FBG,1074_10_FBG,1092_8_FBG,1092_9_FBG,1092_10_FBG,1102_8_FBG,1102_9_FBG,1102_10_FBG,1076_8_FBG,1076_9_FBG,1076_10_FBG,1082_8_FBG,1082_9_FBG,1082_10_FBG,1101_8_FBG,1101_9_FBG,1101_10_FBG,1091_8_RBG,1091_9_RBG,1091_10_RBG,1093_8_RBG,1093_9_RBG,1093_10_RBG,1060_8_RBG,1060_9_RBG,1060_10_RBG,1062_8_RBG,1062_9_RBG,1062_10_RBG,1074_8_RBG,1074_9_RBG,1074_10_RBG,1092_8_RBG,1092_9_RBG,1092_10_RBG,1102_8_RBG,1102_9_RBG,1102_10_RBG,1076_8_RBG,1076_9_RBG,1076_10_RBG,1082_8_RBG,1082_9_RBG,1082_10_RBG,1101_8_RBG,1101_9_RBG,1101_10_RBG,mean_sampling_log2fc,qval_sampling,qval_ogtt,qval_sampling:ogtt,pval_sampling,pval_ogtt,pval_sampling:ogtt,model_param_Intercept,model_param_sampling[T.RBG],model_param_ogtt,model_param_sampling[T.RBG]:ogtt,qval_fed,qval_fasted,pval_fed,coef_fed,intercept_fed,pval_fasted,coef_fasted,intercept_fasted,signif_interaction,signif_sampling,fasted_mean,fed_mean,Log2 Fold Change,Fed - Fasted slope,signif_interact,log_qval_sampling,log_qval_ogtt,log_qval_sampling:ogtt,is_id,lipid_class,extra_lipid_label,fa_carbons,fa_unsat,fa_carbon:unsat,pval_asterisks
m_10,Unidentified_12.643_135.0288,Unidentified,135.02884,12.643,Unidentified,metabolite,-,HILIC,Unidentified,11349919.640000002,10683188.440000013,12290812.179999974,12183597.049999988,11203052.180000003,12089415.190000003,14445013.08000005,11788334.159999993,12519053.78999999,12789149.540000005,10471760.22000001,12774033.029999994,11851734.370000001,19963100.279999953,8416928.504000004,9036645.96500002,11515389.610000007,11287072.369999997,10401285.030000003,11131140.329999994,9232644.593,8051173.060999982,9380001.666000009,11012992.510000002,10251235.530000014,12498349.930000009,7059054.692000001,8141948.141999998,9007663.41600001,11157452.510000005,9946892.199000018,8604706.013000006,10010628.23000001,13224727.210000046,9216594.295,12811933.079999998,9814285.52300001,9502348.920999989,8770937.317,10690433.940000009,10453619.699999994,11547998.979999999,12779977.749999994,11944471.910000019,8653719.481999975,9289426.384999985,5647631.883000014,7266092.459000014,8856100.958999995,7791121.422999992,9199151.821000025,9891848.766999997,7744401.4739999985,12364042.370000007,10725053.290000008,8753994.996999977,7011136.443000004,6951706.4410000015,7253922.919999999,-0.2137551476400538,0.0098268723881211,0.0538405475144235,0.7681860179122063,0.0059840003612547,0.0261369300921687,0.6231629655597245,23.733597838415815,-0.3431067232568212,-8.213395141212964e-06,2.893865845934448e-06,0.3000832382322256,0.2010895678462652,0.2081594696261173,-5.31952934338478e-06,23.390491115158373,0.0572298912039406,-8.213395064416325e-06,23.73359783841556,False,True,23.37862906475746,23.164873917117404,-0.2137551476400574,2.893865721031545e-06,False,2.007584683664537,1.268890532341214,0.1145336018816427,False,,,,,,ns
m_11,Threonic acid_12.286_135.0288,Threonic acid,135.02882,12.286,Carbohydrate,metabolite,-,HILIC,Carbohydrate,2868605.4589999975,2893118.8499999978,2210036.6770000015,3286372.287000001,2009679.999000001,2523264.8549999995,2119090.5560000045,2778235.4749999978,3232301.4320000075,3987227.348999989,1493988.261000001,3393598.4120000033,3831078.045999998,2688506.2489999975,2117111.0239999974,2499506.646000001,3116573.2239999957,2657807.277999998,2525490.5920000025,3106666.786999998,3106457.892,1131606.2549999997,2731005.45,3435142.1210000035,1900305.3640000015,3377696.3110000025,1424223.2350000017,2405401.529999999,3217238.8389999997,2374851.956999999,2425307.188000008,1740526.7400000019,2012726.0600000022,2579951.158999999,2195730.3380000023,3738320.6629999964,1516402.309000003,2385102.133,2439010.4870000076,2338779.6449999944,2371206.2539999983,1617412.7559999991,2058467.907,2175168.218000007,2463908.7369999993,1811640.366000002,857496.4123000009,2491499.7320000003,2285294.8539999975,1837333.757999998,2551330.341000003,2995931.8229999947,2661533.8370000026,2812015.078999998,3378226.035999996,1974541.8709999982,1908761.850000006,1968139.2569999988,1627818.5119999994,-0.2491760373380707,0.0346834458700591,0.8734077517587381,0.2370754523291448,0.0229663981524238,0.8231976538932606,0.1107510196601343,21.573682424777907,-0.8278184608196257,-6.223054861242276e-06,1.3524889831139356e-05,0.2813811207714337,0.581470274831595,0.1907160896641015,7.30183492682889e-06,20.74586396395675,0.336749286204813,-6.223054792587932e-06,21.573682424777253,False,True,21.30473272604642,21.05555668870835,-0.2491760373380707,1.3524889719416822e-05,False,1.4598777610225764,0.058782957902307,0.6251134121538761,True,,,,,,ns
m_12,Unidentified_12.596_124.0063,Unidentified,124.0063,12.596,Unidentified,metabolite,-,HILIC,Unidentified,42348372.00000003,26538815.57999997,52373551.30999991,34402535.139999986,69729574.15000014,48703006.449999966,51753980.84999996,60292499.86000007,56764387.080000006,75142061.18999992,28038639.05,60921540.93000014,67248021.22999993,31945617.69999997,27468690.939999934,33090577.93999999,48412903.399999954,60296929.369999945,38701858.87999997,41590206.069999985,39946556.52999998,39117908.10999999,27203370.169999924,52481424.98999998,36901824.219999954,54965213.030000046,56765904.08999999,39188347.34000011,64435619.060000055,59580895.53999994,35989563.56999987,37457283.43999997,58500756.34000014,28949407.8699999,36852667.24,69644809.39999996,21866349.959999986,24827905.239999957,34313714.57999992,29071950.989999976,29118392.630000018,35712032.12,46876350.269999854,35039797.44999999,48872790.77000017,34582273.46000004,18348571.970000003,29279922.520000033,29442986.480000038,16980698.88000003,23729807.82999998,36597678.04000009,37089678.310000025,46428409.98000008,29295181.20000003,18124637.66999999,39799086.85,27020213.44000003,34260131.41,-0.44186254030528,0.0010303160581527,0.43492450462446,0.2557624077142692,0.000555741805675,0.3222577592817148,0.1234339512034798,25.29190441862696,0.1871584355538127,3.1107505827447093e-06,-1.4771790670489718e-05,0.1524836688085792,0.8220694672484441,0.0905811432170197,-1.1661040139716984e-05,25.479062854181137,0.6447525420241895,3.1107506658192206e-06,25.291904418627126,False,True,25.426345699040613,24.984483158735333,-0.44186254030528,-1.4771790805536206e-05,False,2.987029531356608,0.3615861225177519,0.59216328832497,False,,,,,,ns
m_13,Taurine_12.563_126.0222,Taurine,126.02216,12.563,Amino acid derivative,metabolite,+,HILIC,Amino acid derivative,11116910.550000034,6996678.34300002,12931653.700000037,8605686.298999991,17195207.74999998,12386148.030000009,13674309.389999999,13418553.610000044,14145970.859999986,20409789.860000007,7746919.560999998,14638016.369999984,16393750.919999972,7462443.537000003,7623476.687000011,8385674.757000004,12130284.13,15731696.02,10405888.000000028,11028803.540000008,10058824.45000001,10417077.859999979,6522229.014999996,13741229.379999973,9152678.808000004,14089801.650000008,15675002.14999999,9916322.780999988,16212978.120000048,15774034.469999956,9649428.720000006,9796493.034000022,15256382.910000006,6718593.169999996,9222551.48200003,18128607.19999998,5957585.530999996,6363013.004999988,8529696.726999996,7607122.0529999975,7286871.198000013,9219797.19300001,11874307.829999993,9158177.631999977,13336291.849999988,8551982.043000003,4968968.102000006,7945395.04299999,7716855.03199999,4120672.3300000015,5827872.757000022,9714253.519999994,9431442.06999999,11868733.970000012,6780828.537999998,4444774.885999995,10303019.7,6227625.609999996,8927136.321000012,-0.439211410686255,0.0012737869078429,0.3956358366563701,0.2105041311457164,0.0006933957120763,0.2855653980692182,0.0947473985749138,23.305867173619028,0.2536825878665478,3.4600942182464223e-06,-1.6271135332251767e-05,0.1302497930269988,0.792989184409958,0.0745076885590923,-1.2811041162000012e-05,23.559549761486046,0.6020061618302048,3.460094294979103e-06,23.30586717361923,False,True,23.455406483368407,23.016195072682148,-0.4392114106862586,-1.6271135456979117e-05,False,2.8949032191658386,0.402704376940347,0.6767393767110516,True,,,,,,ns
m_14,Unidentified_11.756_285.1281,Unidentified,285.12807,11.756,Unidentified,metabolite,+,HILIC,Unidentified,913708.1163000008,850956.6730999994,1457445.0060000008,1075931.8270000033,1378619.668999999,1150612.798000004,1563137.2179999987,2392783.6179999975,1651429.9270000008,1785089.3799999985,978118.191900001,1077226.6510000012,1619398.4860000052,1396829.6369999987,762665.7630000007,1569139.680000001,1253740.668,1560783.2529999965,1272054.7340000006,1403738.3400000012,1504137.453999998,549868.5715999997,1665706.4699999983,1773841.406999999,1608836.7859999975,1760836.279999999,770069.2038000013,1458113.559999999,1651103.1780000026,906166.3994000008,526128.1444000001,482929.6350000004,723537.5302000007,396815.95769999997,556167.9595999985,1055622.662999999,477794.97080000024,1197509.4179999987,864840.1773000002,1000700.8990000009,800648.9652999992,907093.8632000003,581165.2247000003,723988.7896999996,561042.0549000001,517624.8984999996,144193.64900000012,848313.7697000004,634090.7166000006,617674.7232000016,663769.5887000005,672232.2255999998,892493.8084,921316.730299999,793075.4820999997,610110.1770999989,888755.3101999998,809236.1848000011,729520.0895000009,-0.9603532877807162,2.9656869385276722e-09,0.0389010993683654,0.6610078557345618,8.398219222658206e-10,0.0177802043954771,0.4946642741524659,19.94899536548671,-1.2498700187473388,8.703312678538983e-06,6.991377713146752e-06,0.086297666853904,0.4303144978469559,0.0456906028907114,1.5694690352480608e-05,18.699125346737056,0.209507271485459,8.703312740940405e-06,19.94899536548572,False,True,20.325137536437545,19.36478424865683,-0.9603532877807162,6.991377611540203e-06,False,8.527874695534802,1.4100381250787108,0.1797933791196574,False,,,,,,ns
m_15,Unidentified_12.855_257.054,Unidentified,257.05402,12.855,Unidentified,metabolite,-,HILIC,Unidentified,211395.5289999998,382149.0340000002,223535.81899999984,640633.9069999999,306050.39729999966,777600.9631999994,1700379.6380000042,3668965.557000004,588448.2247000017,1985933.8249999976,2218611.8120000022,1459650.2399999988,906643.6556999993,1273215.7570000011,300414.76759999985,794059.2391000007,455161.8647000014,445340.4650000002,779422.2861999995,803139.6844000006,1162383.868,1328730.1999999986,3037718.0600000024,1168423.6150000012,2958333.8730000015,2858213.056,139907.38979999995,454353.04780000023,1133227.5579999997,411957.3411000004,643045.9799000008,386978.1758999997,369676.03059999994,264129.3850000001,451357.32180000003,623534.5569999996,3968025.855999997,1754842.7460000014,313205.1167000003,765178.6371999986,389692.60849999957,1425519.281000001,1313804.9220000014,800898.6741000003,268903.7042000006,166674.83899999995,575338.5452000012,633317.2116999994,1020121.6089999994,747780.403999999,380271.9367999995,213701.35670000027,801207.5844000006,3123046.6040000045,579048.1927999996,874559.6220999998,824303.3927,968918.2377000005,926736.2306,-0.3754086183694021,0.2187983938056323,0.0023239098327879,0.3890769463836876,0.1723677907198381,0.0006485006664529,0.2239470571449046,17.430641763815522,0.7763004365484862,5.224803057742525e-05,-2.616261459842242e-05,0.1307623562942446,0.0301360837363125,0.0749178984692665,2.608541594235658e-05,18.206942200365447,0.0029661977639941,5.2248030636125295e-05,17.430641763816148,False,False,19.68871156509804,19.313302946728623,-0.3754086183694092,-2.616261469376872e-05,False,0.6599558704734839,2.633780726489246,0.4099645012830324,False,,,,,,ns
m_16,Stachydrine_7.922_144.102,Stachydrine,144.10199,7.922,Amino acid derivative,metabolite,+,HILIC,Amino acid derivative,21845559.35000001,26876469.82000002,24361966.60999996,23719143.380000014,26719377.330000024,13397986.900000008,14760455.580000041,17909319.770000003,19244493.360000018,15653951.070000004,22230226.750000034,22773179.839999966,14633479.919999996,22322106.829999976,28625459.140000015,27227790.979999904,33987495.15999995,17365811.010000005,10718777.019999968,17421343.25000001,21734611.03,9345917.850000024,51657940.94000002,12874841.680000002,18828007.1,21145857.76999998,10803156.860000033,12377288.190000007,20058164.91000002,46111743.48999986,44270408.60999989,47746883.50999998,45533782.979999945,37430666.219999984,46159615.34999995,32302854.590000033,21880261.44000002,56232212.620000064,36967817.710000046,39168497.19999999,49038868.030000016,39713728.70000012,32727374.930000104,45653068.19000001,53164851.54000001,30075167.360000107,28488643.88000003,39777771.56000003,30434327.39999996,29419615.280000027,26664630.490000013,26795079.99000001,42433426.880000144,40051757.47000001,39229996.81000001,38452678.730000004,27292752.65999998,34737435.830000035,26301423.11000008,0.9296077200947472,4.8450165861322495e-11,0.0047838459552714,0.6962686616639293,1.0556565592211502e-11,0.0015108668914803,0.5361614605431961,24.937568805753155,0.6914393947094606,-1.6975281187741012e-05,5.293154150429236e-06,0.0280199067007115,0.132695499134768,0.0124090999157161,-1.1682127089204143e-05,25.629008200463897,0.0310445421355018,-1.6975281104697116e-05,24.93756880575372,False,True,24.203926424134742,25.13353414422949,0.9296077200947472,5.293154015492971e-06,False,10.314704731873611,2.320222813520626,0.1572231515323194,True,,,,,,ns
m_17,Serine_13.093_104.0342,Serine,104.0342,13.093,Amino acid,metabolite,-,HILIC,Amino acid,22143023.490000013,16040034.92000002,17575215.649999987,15028653.629999978,13013784.149999987,16151803.829999993,16868765.84000002,12328782.55999999,26547147.870000027,17450632.28000004,9924075.101000005,19350527.990000006,13969154.899999987,12382266.280000014,11048101.01000001,14448736.949999994,14446282.900000015,14727928.409999996,11467006.650000002,18252529.549999993,18310286.330000002,9026347.560000002,11716907.960000033,15379018.0,9930590.065000007,14432277.09999996,12009152.910000006,12911430.680000003,13060921.990000002,15750826.82000002,15151239.860000007,16548793.519999994,14462323.139999995,17702557.54,19151524.3,15517632.07,9517619.62600003,17581648.94000005,16463025.049999995,13630812.269999994,17535164.08,14126294.78,13672552.479999991,17617425.67000001,17823820.620000012,16281092.020000013,13820853.920000006,14194863.980000006,19865075.029999964,11558040.469999967,11845326.890000017,17312879.59999999,14779864.42000001,17022946.530000027,19893891.729999978,15564826.790000021,13469296.069999991,17033440.339999992,13863052.139999986,0.1000652065076508,0.2421783902519062,0.1049469477367121,0.4500832428837166,0.1935364566526944,0.0562473281465604,0.2788663385645739,24.178658291834235,-0.183633076575524,-9.244772855161384e-06,6.513420322487329e-06,0.5332948134346942,0.2372074077313893,0.4223967436430935,-2.731352581894397e-06,23.99502521525838,0.0760949242686926,-9.24477277655372e-06,24.178658291834104,False,False,23.779115151694857,23.87918035820251,0.1000652065076543,6.513420194659324e-06,False,0.6158646118661905,0.9790301878617576,0.3467071560430986,True,,,,,,ns
m_18,Unidentified_13.071_106.0503,Unidentified,106.05026,13.071,Unidentified,metabolite,+,HILIC,Unidentified,6344015.412000005,5158672.039999989,5621350.378999989,4732304.418999995,4504398.298000001,5308312.022000015,5568457.5460000085,4062616.60300001,8536181.086000001,5442222.741999999,3350708.2089999993,5727058.059000005,4468843.030000005,3933866.1630000044,5284241.848000001,4704292.603000005,5061629.260999998,4829426.691999996,3630717.7619999996,5444783.811999998,5372782.271000003,3048704.0659999982,3708745.064999987,5382125.501000018,4267692.0709999995,4751690.409000005,3710064.164000011,3953084.062000013,4073995.998000004,5481206.454000019,4730321.618000014,5282072.249999982,4365417.996000001,5191007.319999983,5883050.606999996,4914300.038000004,5212179.079999997,5488477.797000006,4978116.337999991,4591018.798000003,5720809.855999981,4480870.877999988,3993364.544999996,5356724.148000001,5394643.492000004,5085775.536000004,4387892.494999998,4638136.71300001,6360776.963999988,3821785.2700000107,5182421.288000004,5686286.889000019,4625139.125999999,5225081.499000005,5775527.6159999985,4409787.475000001,4199225.994000006,4956979.327000004,4062718.0919999955,0.0671401012312209,0.3525423131568652,0.1186923892187522,0.2383183561664747,0.2914916925675996,0.0649480710345337,0.1124781453873,22.55333237497731,-0.2778324616145156,-8.85810555906704e-06,7.96546694069639e-06,0.8027679026967542,0.1843728111163728,0.7309802832930701,-8.926386641464073e-07,22.27549991336228,0.0497243919263461,-8.858105485981809e-06,22.553332374977096,False,False,22.170500328468627,22.23764042969985,0.067140101231228,7.965466821835402e-06,False,0.452788750253571,0.9255771279389918,0.6228425053883943,False,,,,,,ns
m_19,Ribose_12.497_149.0445,Ribose,149.04453,12.497,Carbohydrate,metabolite,-,HILIC,Carbohydrate,559024.9322999998,859746.3233999993,756911.3048000003,678746.4805000005,954443.1764999998,1239042.0289999968,1235016.9260000014,1272317.6420000007,1432300.9790000017,1866992.913999998,1089088.6549999998,2191425.566999998,1153479.1160000006,987827.9580000003,1420173.0450000016,693924.4466000019,754988.2461000008,1591330.1430000009,650473.0404,1117756.3459999997,1539297.2159999998,865048.2535999996,2290809.935000003,1572151.0460000038,1542202.1029999985,1234554.3020000022,698416.7771999995,1001372.1800000011,1457868.899999997,2396035.868999997,2086557.3869999947,1967627.7109999994,2313033.6130000013,1719598.7290000054,2422004.7069999967,2338610.0840000003,2268377.4870000007,2764914.0110000023,1868293.502000003,2098914.9490000005,2899185.229999996,2298152.059999999,2151818.241999998,2814609.1250000005,1674540.1440000008,987366.9059000008,1511117.5789999994,2115523.9259999976,1800737.2650000055,1434612.1719999998,2333756.1780000026,1674585.2400000019,2645907.622000005,2548831.606999997,2419776.4270000015,1547733.859000003,1762444.8210000012,1739438.770999998,2077427.745999999,0.8636585022096348,3.5825221123650344e-10,0.0387360233210195,0.0854044020484922,9.255060673533518e-11,0.0176772625943332,0.0275185227324453,19.209020037155454,1.6940058922103407,2.050128411240505e-05,-1.918841383845221e-05,0.8482000898202404,0.054808870576407,0.7873993736585341,1.3128702324950505e-06,20.903025929368937,0.0075075315977619,2.0501284178968185e-05,19.20902003715681,False,True,20.095050192330127,20.95870869453976,0.8636585022096313,-1.918841394647313e-05,False,9.445811120330903,1.411884966435308,1.068519743642397,True,,,,,,ns
m_20,Quinic acid_12.561_191.0552,Quinic acid,191.05521,12.561,Organic acid,metabolite,-,HILIC,Organic acid,423733.29800000007,459047.1212999997,458539.7049999987,891169.1585999985,239705.95219999985,1219809.7740000011,904239.7287000013,957167.7930999999,467472.87800000055,1417428.376,1041300.9409999999,4009025.652000003,1115640.4399999995,1073007.4279999994,795933.2947000024,904375.2550999989,482593.3993000006,906598.0507999993,839981.050499999,1013442.8659999999,5617890.559000004,336060.89620000013,3097738.576999997,662347.7939000005,551240.2063000003,480162.17399999953,380200.9344,771202.3163999992,922815.0009999998,11323225.77000001,11441539.320000011,8678019.69800002,12493621.82000001,7330732.496999992,9719629.258000003,8611698.841999996,10999159.630000008,12237052.449999986,10287212.690000005,15685472.19000001,14704506.270000005,9248785.756000005,13844664.26,13102788.58,11363287.210000005,8503333.59699997,7468358.909000002,12616845.44000001,8480157.583999995,7933655.30900001,9499968.225000033,12081923.930000009,9990472.581999999,10620982.209999962,15794271.029999984,11587629.689999968,9719559.75699999,14355699.970000047,6534494.695999983,3.670078609264447,2.1051412181253803e-24,0.1899753048497023,0.3635458740004103,5.67745679835092e-26,0.1158188693157518,0.2051234704260654,18.708588938785123,4.505407366540904,2.218829335093188e-05,-1.9273832440055936e-05,0.6456906791013269,0.3536537999037037,0.542581805575565,2.9144608668448967e-06,23.21399630533436,0.1440718815789396,2.21882934221435e-05,18.708588938788694,False,True,19.667528724815423,23.33760733407986,3.670078609264437,-1.9273832555298604e-05,False,23.676718765293653,0.7213028499132261,0.4394407799405464,True,,,,,,ns
m_21,Pseudouridine_9.678_243.0616,Pseudouridine,243.06156,9.678,Nitrogen heterocycle,metabolite,-,HILIC,Nitrogen heterocycle,1465933.7760000033,1571241.5059999984,1549615.7870000028,1315792.4959999998,1429992.9169999992,1491990.000999998,1432985.4160000002,1836112.724999999,1506348.5919999992,1437757.5329999998,808383.9353999996,1240076.881999999,1628005.6290000018,1727068.3960000004,1399633.4609999992,1378014.5069999995,1815003.722999999,1702843.5530000057,1174172.5650000004,1860181.5680000046,1565853.3879999989,576202.4004000007,1387224.7420000006,1576699.2429999996,1658595.9059999997,2098839.9090000005,757792.692599998,1586333.5929999994,2016798.822000001,1037908.102000001,723981.3785000007,1034473.5720000033,720681.2909999997,1040131.1020000004,1150336.057999996,963890.5974000013,655409.4221000004,998924.423200001,579939.1409000007,617358.5081999999,998566.6500999995,720254.8586999996,536758.1779999987,964264.2852999996,1157257.1860000005,787281.355899999,333948.0252000005,702363.210999998,749600.559300002,672007.5540999983,702509.6703000013,756601.9672000009,826530.4227000005,1011071.5940000004,925361.9062000001,743985.0896000005,740735.6043999993,859567.3971,750292.7382999995,-0.8583585930519035,1.0906767167533464e-10,0.4849493013539523,0.9851306176324964,2.5622000940053768e-11,0.3740345605810986,0.9613588355178726,20.617058278867496,-0.8781043490244897,-3.8204746261870505e-06,3.930215863882431e-07,0.6304159218385341,0.7496393991912585,0.5243771897762682,-3.427453080846156e-06,19.738953929841383,0.5371271819744488,-3.820474560771411e-06,20.6170582788668,False,True,20.451943955375366,19.59358536232346,-0.8583585930519071,3.930214799252547e-07,False,9.96230395787709,0.3143036620020932,0.0065061829478645,True,,,,,,ns
m_22,Proline_10.143_116.0709,Proline,116.07092,10.143,Amino acid,metabolite,+,HILIC,Amino acid,15888186.540000007,12885603.330000028,14010409.039999992,11975109.310000002,11444759.44000001,13413932.709999993,13967789.139999988,10229269.989999998,20753294.179999985,14646838.180000002,7754199.4889999945,15481085.880000016,13210014.24000004,11455083.969999993,11725009.809999997,12971689.209999997,14789030.429999951,12456657.849999985,9789766.047000015,14488887.909999996,18440407.380000018,6268110.582000003,8872581.369999995,13597559.590000011,11659540.349999985,13961403.020000013,8382842.718000011,10467241.660000013,12273695.280000009,20137587.649999984,20244051.439999983,22330487.050000004,17153665.720000003,19429850.76999998,22395887.260000072,20828506.320000008,14228858.939999977,24677167.72999999,24597632.47000002,24937057.56999992,27111447.549999993,20130449.470000032,15899802.86999998,21540533.240000006,25734510.349999994,22020832.959999986,14290617.7,22254470.210000023,21573097.829999994,16126781.169999996,18782606.050000012,21621743.699999984,23976068.03,20797551.289999966,24691854.289999973,18257603.879999988,16698775.700000016,20659344.559999976,15900077.990000058,0.7259678388171267,8.839488358308014e-12,0.3362271644629148,0.3491475037701047,1.7440580295313184e-12,0.2333146201385554,0.1942736997556863,23.90426187106097,0.3692378660095756,-8.148890702393088e-06,8.256144892547128e-06,0.9853691539728252,0.333800513529022,0.9762777423321958,1.072541407876084e-07,24.27349973707122,0.1329042498862891,-8.148890623446497e-06,23.904261871061266,False,True,23.55208086812733,24.278048706944453,0.7259678388171231,8.256144764234105e-06,False,11.053572871818842,0.4733672019620798,0.4569910586000361,True,,,,,,ns
m_23,Unidentified_9.014_86.097,Unidentified,86.09698,9.014,Unidentified,metabolite,+,HILIC,Unidentified,13788689.169999974,5710057.064000005,6349980.438999995,6373521.041000007,23351859.070000015,31628970.170000087,27252235.460000023,12756831.750000019,6490404.391000002,14711438.449999988,14325815.080000011,20616708.979999945,16080026.100000005,5020176.475999983,14557736.440000053,16145948.319999987,16906632.96999999,16855729.150000043,27436431.669999998,5422870.318999998,19494344.880000003,12299466.530000012,22311200.37999999,5770711.425999981,24996614.16000003,12077837.639999997,14312227.539999997,6722363.8570000045,16589479.950000003,21031978.769999992,21036437.06,8845669.957000006,30023135.309999973,7467797.9509999845,8992310.064999998,23444943.169999916,8168378.23099999,10639867.179999989,13460436.230000013,33503478.589999963,11294194.110000012,10354354.160000013,21688874.210000023,10373641.640000012,8893225.763999993,27660362.509999983,16224793.240000045,14721581.119999992,12994116.8,26325684.620000064,13272750.09,14226518.070000008,14835379.389999982,10076782.139999993,30773514.48,28363404.400000006,11891719.910000015,30348584.420000035,41145131.17999999,0.2864850278654849,0.1935104087031173,0.1868899498810831,0.8279219416114165,0.1496993225595443,0.1132746750876118,0.7227423620880358,22.98907560184405,0.5311042088761488,1.5238938606347829e-05,-5.478217203841072e-06,0.4450281252087286,0.4247111824880349,0.3373243702788659,9.760721354805114e-06,23.52017981072117,0.2052877566998957,1.5238938682665272e-05,22.98907560184448,False,False,23.647676257677052,23.934161285542533,0.2864850278654778,-5.47821732786016e-06,False,0.7132956698143166,0.7284140524389499,0.0820106075695623,False,,,,,,ns
m_24,Unidentified_9.294_86.097,Unidentified,86.09697,9.294,Unidentified,metabolite,+,HILIC,Unidentified,7868266.679999999,7846924.122000008,7831031.302000004,14981703.230000012,9935932.526000023,10984631.940000007,9141540.878999969,23400213.60999999,7653616.112999995,7973962.043999999,10440440.559999986,10338561.359999998,7863339.787000003,7960524.40600002,10628898.409999998,7968030.936999995,7000816.987999979,7516264.303000025,10075998.529999994,8172254.592999994,9646508.55,8853099.466000004,8092087.259,9322935.70099999,11240777.219999995,6907208.304999993,10123744.359999973,8137565.862999993,8427350.65,10110845.39,9703669.628999997,9400656.886999995,12427880.820000011,10621703.82999999,9645025.968000015,12981374.219999976,5306857.218000012,9796458.868999993,16190222.30000003,17382691.0,12593209.43999999,13896892.880000016,11454912.719999993,9492735.851000005,11125623.26000001,12253721.060000012,10854771.39,16934356.340000052,15264490.840000013,12285446.15999999,15606140.530000007,17664117.360000014,16348498.679999975,12495184.730000045,16357348.999999998,16545728.270000018,14684707.219999975,16402357.460000016,17068943.73000001,0.4633330655915273,8.742421854307155e-06,0.0248753134531685,0.1198175920512923,3.6545681136883705e-06,0.0105044794213167,0.0441609445509402,23.06228548195245,-0.1514034113366076,1.6380868373882664e-06,1.4525159596199789e-05,0.0046415534156314,0.8809885920162827,0.0015416941082438,1.6163246386609778e-05,22.910882070615564,0.762788948698628,1.6380869124194749e-06,23.06228548195234,False,True,23.13308077401933,23.59641383961086,0.4633330655915308,1.4525159474190303e-05,False,5.058368241019847,1.604231438014448,0.9214794125819464,False,,,,,,ns
m_25,Pipecolic acid_17.689_147.1129,Pipecolic acid,147.11289,17.689,Organic acid,metabolite,+,HILIC,Organic acid,16101258.320000056,16469249.739999989,17933625.54,18833653.50000001,18657717.029999986,13388532.349999996,14104270.14,12518066.08,12482465.709999999,9973574.412999991,10727662.340000005,13850220.389999999,14733166.339999963,11578754.299999965,19869847.68999997,18188666.31999998,18346302.629999984,11970505.52000001,12337158.850000035,11899347.5,16047625.409999989,12004653.769999985,10383641.110000009,11902768.160000006,12532396.249999998,12382555.400000012,12779574.940000009,12163237.040000027,15571086.79000003,17916979.159999978,20683682.960000012,13806026.500000002,21039338.150000025,16169803.389999991,20793315.750000037,14551297.520000001,11585235.459999992,16252148.750000017,15820080.939999998,19103577.01999998,17851066.73000001,15979665.199999966,16888645.090000015,17190668.9,20703553.209999982,18640272.39,20355147.77999995,16933763.609999977,15026558.660000013,13450701.74999998,12820864.699999988,13007714.41,17285364.360000033,17300728.960000016,15862116.15,16769812.759999992,13612056.75000001,16277283.639999997,17202986.400000013,0.2516644186303161,6.248658999163111e-05,3.5222295018978935e-05,0.349630099694557,2.9136756298439772e-05,4.324667876709266e-06,0.194790367821311,24.33040918883492,-0.0003821563263972,-1.40150521531096e-05,5.6765755145659805e-06,0.0140734564216702,0.0062648925314992,0.0057132839412316,-8.338476688309113e-06,24.33002703250852,0.0002578876982448,-1.401505207359658e-05,24.330409188834928,False,True,23.724702802096967,23.97636722072728,0.2516644186303125,5.6765753852874685e-06,False,4.204213174936147,4.453182349629228,0.456391185967422,True,,,,,,ns
