,pval_sex,pval_animalvar,qval_sex,qval_animalvar,ID,superclass,molec_class,fa_carbons,fa_unsat,RT,m/z,signif_sex,logqvalsex,log2fcM-F,i
vl_4314,0.05547728707608132,0.12557643723039844,0.18120391991714135,0.3697161888317224,SM d43:2,Sphingolipid,SM,43.0,2.0,12.667,827.70642,False,0.7418324116262576,-0.2901699825538735,vl_4314
vl_4768,0.9336517915289393,0.12789683052830667,0.9648026214478473,0.3697161888317224,Cer[NP] t18:0_24:0,Sphingolipid,Cer[NP],42.0,0.0,13.971,666.64178,False,0.015561525188596357,0.01392835265777137,vl_4768
vl_2186,7.034811755900146e-05,0.24845170822175833,0.0009030735091295071,0.37937854201496707,SM d34:2,Sphingolipid,SM,34.0,2.0,8.24,701.56494,True,3.0442768971837633,-0.4469537013565841,vl_2186
vl_2979,0.3489207314368663,0.27719083016000645,0.5783911223818324,0.3944031872201646,SM d42:3,Sphingolipid,SM,42.0,3.0,9.643,811.67181,False,0.2377783815679017,-0.1174534091397419,vl_2979
vl_4720,0.02507447626606818,0.11335784157620936,0.09665769196725464,0.3697161888317224,SM d43:1,Sphingolipid,SM,43.0,1.0,13.837,829.72327,False,1.0147635793383831,-0.43051463273086554,vl_4720
vl_2617,0.0005254385471973011,0.12543947614793077,0.004603842508776352,0.3697161888317224,SM d34:1,Sphingolipid,SM,34.0,1.0,9.052,703.57959,True,2.3368795414148043,-0.580925054234676,vl_2617
vl_4657,0.039726217947940574,0.11080504156097129,0.14012058982276804,0.3697161888317224,GlcCer[NDS] d42:1,Sphingolipid,GlcCer[NDS],42.0,1.0,13.576,810.6839,False,0.8534980432339175,-0.40244143964537926,vl_4657
vl_4656,0.0292240509994618,0.11944783268236309,0.10899781183583049,0.3697161888317224,HexCer[NS] d42:1,Sphingolipid,HexCer[NS],42.0,1.0,13.575,812.70557,False,0.96258222056546,-0.4015313165181489,vl_4656
vl_2148,0.1544586653695237,0.645734218404918,0.36916424071775,0.7252193053092874,SM d40:7,Sphingolipid,SM,40.0,7.0,8.154,775.58295,False,0.4327803737650238,-0.1781619934557419,vl_2148
vl_4631,0.010882725583437664,0.15908600201977474,0.0536362903755142,0.3697161888317224,Cer[NDS] d40:1,Sphingolipid,Cer[NDS],40.0,1.0,13.49,680.62061,False,1.2705412667107387,-0.4577581896159302,vl_4631
vl_3823,2.267363573524004e-05,0.1332260723818135,0.0003575956264529286,0.3697161888317224,SM d40:2,Sphingolipid,SM,40.0,2.0,11.262,785.65967,True,3.4466078014504338,-0.7333456213048777,vl_3823
vl_3775,0.00041348077610010544,0.15780760937049176,0.0038684981085975964,0.3697161888317224,SM d42:3,Sphingolipid,SM,42.0,3.0,11.184,811.67438,True,2.4124576111434184,-0.5427195163366214,vl_3775
vl_4609,0.5631388271382904,0.13389278329770077,0.7314179590125561,0.3697161888317224,Cer[NP] t18:0_23:0,Sphingolipid,Cer[NP],41.0,0.0,13.438,652.62579,False,0.13583438033335932,0.09971219879987814,vl_4609
vl_4096,0.00010913199848772974,0.24418896990401373,0.001255017982608892,0.3759897109819123,Plasmenyl-PE P-20:0_18:2,Phospholipid,Plasmenyl-PE,38.0,2.0,12.093,756.59698,True,2.901350051320903,-0.4580425280964242,vl_4096
vl_4074,0.3873615083874937,0.25010567380922544,0.6147220099529445,0.3803259833132023,PE O-40:3,Phospholipid,Plasmenyl-PE,40.0,3.0,12.04,782.61298,False,0.21132123680596288,-0.09771951550319358,vl_4074
vl_3007,2.0461156453312946e-07,0.12368489877322267,6.274754645682637e-06,0.3697161888317224,PC 33:1,Phospholipid,PC,33.0,1.0,9.669,746.57526,True,5.2024032512189375,0.8002288828972759,vl_3007
vl_4070,0.2903530613252657,0.11428901640008439,0.5237741498416558,0.3697161888317224,Plasmanyl-PC O-20:0_18:2,Phospholipid,Plasmanyl-PC,38.0,2.0,12.015,800.65991,False,0.28085593939333137,-0.16789866398768538,vl_4070
vl_2998,5.646609556283998e-07,0.9684558235324358,1.5433747732423738e-05,1.0,PC 37:4,Phospholipid,PC,37.0,4.0,9.655,796.58954,True,4.81152860265492,0.4016602026747442,vl_2998
vl_2955,0.2921510074802255,0.2046005327707603,0.5244466865986487,0.3697161888317224,Plasmanyl-PC O-36:5,Phospholipid,Plasmanyl-PC,36.0,5.0,9.57,766.5835,False,0.28029865407259885,0.180953315547967,vl_2955
vl_4035,0.15495956410652584,0.20835916069963367,0.36916424071775,0.3697161888317224,Plasmenyl-PE P-18:0_18:1,Phospholipid,Plasmenyl-PE,36.0,1.0,11.909,730.58136,False,0.4327803737650238,-0.21294090846735614,vl_4035
vl_4017,0.04821309673439762,0.14540727572375742,0.16327379998397232,0.3697161888317224,PE O-40:4,Phospholipid,Plasmenyl-PE,40.0,4.0,11.829,780.59808,False,0.7870834994964918,-0.34253995169526164,vl_4017
vl_4135,3.0648832838599e-05,0.1254086020405864,0.00045724745207855795,0.3697161888317224,PC 18:0_18:0,Phospholipid,PC,36.0,0.0,12.143,790.63855,True,3.339848705865336,-0.8771034801238784,vl_4135
vl_2813,0.03043357665688855,0.14867423213638895,0.11274721016511732,0.3697161888317224,PC 41:6,Phospholipid,PC,41.0,6.0,9.287,848.6236,False,0.9478941955687157,-0.43936466646115235,vl_2813
vl_4012,0.7124585531136258,0.10970795338829108,0.8338235784739099,0.3697161888317224,Plasmanyl-PC O-36:1,Phospholipid,Plasmanyl-PC,36.0,1.0,11.82,774.64545,False,0.07892582825945949,0.07871155517310413,vl_4012
vl_3035,0.049733103060225985,0.186124675164545,0.16655553201036946,0.3697161888317224,Plasmanyl-PC O-16:0_20:4,Phospholipid,Plasmanyl-PC,36.0,4.0,9.747,768.59631,False,0.7784409379852456,0.22977037524987765,vl_3035
vl_3213,0.792543235138777,0.211141882407604,0.8838057894880907,0.3697161888317224,Plasmenyl-PE P-16:0_18:2,Phospholipid,Plasmenyl-PE,34.0,2.0,10.021,700.53345,False,0.05364315786028852,-0.05074366807597386,vl_3213
vl_3729,0.34165389464500306,0.14673931670954626,0.571493787406187,0.3697161888317224,PC 16:0_18:0,Phospholipid,PC,34.0,0.0,11.112,762.60663,False,0.24298848637084555,0.14362781322397922,vl_3729
vl_3258,0.00033957193967087414,0.6610789951158408,0.0032884861526021494,0.7394439823788128,PC 16:0_16:0,Phospholipid,PC,32.0,0.0,10.093,734.57465,True,2.483003982559822,0.2864785053743155,vl_3258
vl_3710,0.488906838602465,0.15784297243945933,0.6890443466806763,0.3697161888317224,Plasmenyl-PE P-18:0_18:2,Phospholipid,Plasmenyl-PE,36.0,2.0,11.047,728.56519,False,0.1617528261345704,-0.14423215724402283,vl_3710
vl_3697,0.39568880740659085,0.3554375514664977,0.6178789863887925,0.453121312724034,PE O-38:3,Phospholipid,Plasmenyl-PE,38.0,3.0,11.0,754.58118,False,0.20909657457110944,-0.1322487073698433,vl_3697
vl_3278,0.003041793009732014,0.22297235638728197,0.019189368472823674,0.3697780731161887,PC 40:5,Phospholipid,PC,40.0,5.0,10.123,836.62189,True,1.7169393177752594,-0.4612027914221706,vl_3278
vl_3684,0.33942596832190874,0.10222886265507793,0.5694928100720171,0.3697161888317224,Plasmanyl-PC O-18:0_18:2,Phospholipid,Plasmanyl-PC,36.0,2.0,10.971,772.62817,False,0.24451175458006863,-0.16273739567609624,vl_3684
vl_3287,5.583902250132036e-09,0.37584477086712353,2.564916898709192e-07,0.46991237490068444,PC 18:0_20:4,Phospholipid,PC,38.0,4.0,10.127,810.6062,True,6.590926701123971,-0.6494219165909811,vl_3287
vl_3306,6.0405651600035315e-09,0.16436770315468896,2.564916898709192e-07,0.3697161888317224,PC 16:0_18:1,Phospholipid,PC,34.0,1.0,10.151,760.59076,True,6.590926701123971,0.7092020660097695,vl_3306
vl_3642,0.32927499240423264,0.12174479808616906,0.5621668928287166,0.3697161888317224,PC 18:2_19:0,Phospholipid,PC,37.0,2.0,10.842,800.62231,False,0.25013473447595325,0.16079949161853335,vl_3642
vl_3631,0.014523479399573786,0.16177717397394842,0.06517854169564821,0.3697161888317224,PC 40:4,Phospholipid,PC,40.0,4.0,10.816,838.63953,False,1.1858953606646452,-0.36138315317273495,vl_3631
vl_3626,0.28818348178665865,0.25241268163693564,0.523298403048354,0.3811287107861559,PE O-38:4,Phospholipid,Plasmenyl-PE,38.0,4.0,10.795,752.56525,False,0.2812505905963676,-0.20378828187434195,vl_3626
vl_3619,0.003062036524326494,0.2787482533835812,0.019207320016229826,0.3957375637423167,PC 42:6,Phospholipid,PC,42.0,6.0,10.784,862.64001,True,1.7165332277129248,-0.4407766347332469,vl_3619
vl_3618,0.79718819578791,0.9999999990701491,0.8857789381706287,1.0,Plasmanyl-PC O-36:3,Phospholipid,Plasmanyl-PC,36.0,3.0,10.78,770.6131,False,0.052674650473727734,0.06752121937176625,vl_3618
vl_3604,0.47767918507661733,0.15792403924674037,0.6813408531325394,0.3697161888317224,Plasmanyl-PC O-34:1,Phospholipid,Plasmanyl-PC,34.0,1.0,10.747,746.61237,False,0.16663557002419152,0.13215779371324743,vl_3604
vl_3602,0.394645235661639,0.2652875276202652,0.6174609318372842,0.38587276744765847,Plasmenyl-PC P-18:0_16:0,Phospholipid,Plasmenyl-PC,34.0,0.0,10.746,804.61377,False,0.20939051600230058,0.09699304826914812,vl_3602
vl_3595,0.7041456373275553,0.13022217456874915,0.831419019903338,0.3697161888317224,Plasmanyl-PC O-18:0_20:4,Phospholipid,Plasmanyl-PC,38.0,4.0,10.737,796.62817,False,0.0801800446065867,0.06877545380172023,vl_3595
vl_3572,0.00014188094003975203,0.1277398972111109,0.0015615448510258485,0.3697161888317224,PC 35:1,Phospholipid,PC,35.0,1.0,10.651,774.60748,True,2.806445537355462,0.5972731675282965,vl_3572
vl_3379,0.7115526653105197,0.10321950497506607,0.8338235784739099,0.3697161888317224,PE 18:0_20:4,Phospholipid,PE,38.0,4.0,10.335,766.53925,False,0.07892582825945949,0.12956206700834372,vl_3379
vl_3549,0.3254824563802958,0.17418187520795936,0.5590235127069365,0.3697161888317224,PC 39:4,Phospholipid,PC,39.0,4.0,10.618,824.62335,False,0.25256992516522975,-0.13515520464822117,vl_3549
vl_3536,1.2873940178020482e-06,0.26689491105387275,3.0240063737307687e-05,0.38602102195384846,PC 33:0,Phospholipid,PC,33.0,0.0,10.592,748.59174,True,4.519417297802715,0.49489760262196825,vl_3536
vl_3388,0.22128330173913013,0.27575586313947886,0.45324075161409955,0.3933326054199257,PC 18:2_18:0,Phospholipid,PC,36.0,2.0,10.339,786.6059,False,0.3436710489289599,-0.14931201459593524,vl_3388
vl_3517,0.6011699935185664,0.22173466512101236,0.7615125846394475,0.3697780731161887,PC 18:0_20:3,Phospholipid,PC,38.0,3.0,10.56,812.62225,False,0.11832291518505217,-0.08144436016292289,vl_3517
vl_3513,0.30926736879634065,0.13453147427927203,0.5410953647403487,0.3697161888317224,Plasmanyl-PC O-32:1,Phospholipid,Plasmanyl-PC,32.0,1.0,10.552,718.58026,False,0.2667261864080413,-0.15332759191252165,vl_3513
vl_3507,0.6704907767642074,0.1704547412690075,0.8069431055804209,0.3697161888317224,PE 38:5,Phospholipid,PE,38.0,5.0,10.548,766.54089,False,0.0931570846131454,0.11766166104537135,vl_3507
vl_3504,0.4001062597850127,0.6541935180756746,0.6197738177078101,0.733228064929487,Plasmanyl-PC O-38:5,Phospholipid,Plasmanyl-PC,38.0,5.0,10.539,794.61023,False,0.20776677444265063,0.12290327036096826,vl_3504
vl_3461,0.10348461216819883,0.14252055351729376,0.28996703511089217,0.3697161888317224,Plasmanyl-PC O-35:2,Phospholipid,Plasmanyl-PC,35.0,2.0,10.45,758.61682,False,0.5376513720430743,-0.2596259910979235,vl_3461
vl_3752,0.42666561198434816,0.13092641512980926,0.6434374308014981,0.3697161888317224,PC 18:1_18:0,Phospholipid,PC,36.0,1.0,11.163,788.62183,False,0.19149367840808795,-0.12091214319817922,vl_3752
vl_3196,0.044785442479720265,0.1923160391343145,0.15385733544277078,0.3697161888317224,PE 42:9,Phospholipid,PE,42.0,9.0,10.0,814.54272,False,0.8128817931027543,-0.4640518969270566,vl_3196
vl_3756,0.7287473967071575,0.14084788025707923,0.8415556461131557,0.3697161888317224,PC 38:4,Phospholipid,PC,38.0,4.0,11.164,810.60315,False,0.07491716192122255,-0.05556308299948043,vl_3756
vl_3840,0.1267219560670954,0.2269986451549033,0.33151905094330175,0.3700649439418166,PE O-40:4,Phospholipid,Plasmenyl-PE,40.0,4.0,11.311,780.59674,False,0.47949150954632935,-0.21337736392735707,vl_3840
vl_4000,0.08874496378332453,0.29756972670182336,0.2571507611989246,0.4116754113769586,Plasmanyl-PC O-40:4,Phospholipid,Plasmanyl-PC,40.0,4.0,11.77,824.66095,False,0.5898121857741441,-0.21212593932479606,vl_4000
vl_3046,0.8804793998397549,0.20646070726901888,0.9287405373501973,0.3697161888317224,PC O-38:5,Phospholipid,Plasmanyl-PC,38.0,5.0,9.771,794.61176,False,0.032105598100847704,0.020474694569045937,vl_3046
vl_3050,0.4899454820147925,0.12900506156979225,0.6890443466806763,0.3697161888317224,Plasmanyl-PC O-34:3,Phospholipid,Plasmanyl-PC,34.0,3.0,9.787,742.58099,False,0.1617528261345704,0.11356909125380099,vl_3050
vl_3950,0.23496759655772426,0.09376398645440005,0.4725031449903963,0.3697161888317224,PC 35:0,Phospholipid,PC,35.0,0.0,11.625,776.62476,False,0.32559529647232843,0.2671999781874135,vl_3950
vl_3055,0.023647477943581848,0.9593455597312358,0.09257736045998,1.0,Plasmenyl-PE P-16:0_20:4,Phospholipid,Plasmenyl-PE,36.0,4.0,9.798,722.51355,False,1.033495205860481,-0.3824259526905962,vl_3055
vl_1123,4.269382046160369e-09,0.31766796290097776,2.244475132838594e-07,0.4266811874810346,LysoPC 20:1,Phospholipid,LysoPC,20.0,1.0,3.568,550.39099,True,6.648885201904478,0.5124075246632813,vl_1123
vl_3073,1.0701946030057218e-11,0.1354019895496788,1.6878497738833097e-09,0.3697161888317224,PC 18:0_22:6,Phospholipid,PC,40.0,6.0,9.816,834.60632,True,8.772666210125566,-1.293080816546997,vl_3073
vl_3897,0.0033088626536659114,0.17856102329174883,0.020407733908643387,0.3697161888317224,PE O-42:6,Phospholipid,Plasmenyl-PE,42.0,6.0,11.459,804.59583,True,1.6902052170188686,-0.6504071073083502,vl_3897
vl_1056,8.062040192853469e-06,0.2750703936067209,0.00014590971103131524,0.3933326054199257,LysoPC 18:0,Phospholipid,LysoPC,18.0,0.0,3.242,524.37469,True,3.8359158026441467,-0.5479342516098313,vl_1056
vl_3882,0.000247849495395484,0.10488742205175555,0.0024650976839334622,0.3697161888317224,Plasmanyl-PC O-42:6,Phospholipid,Plasmanyl-PC,42.0,6.0,11.399,848.66046,True,2.608165866345085,-0.7415869746825052,vl_3882
vl_3877,0.6069971199761809,0.3324556228222305,0.7658569376613756,0.4369416757092172,PE 36:1,Phospholipid,PE,36.0,1.0,11.382,746.57599,False,0.11585234914929514,0.1306028037591993,vl_3877
vl_3085,0.20361259575954038,0.15878096633653105,0.4306289381581084,0.3697161888317224,Plasmenyl-PE P-18:1_20:4,Phospholipid,Plasmenyl-PE,38.0,5.0,9.828,748.52844,False,0.3658967890501515,-0.2798076612621827,vl_3085
vl_3831,0.0007514398621978879,0.21586418411838215,0.006381458522049755,0.3697161888317224,PC 40:3,Phospholipid,PC,40.0,3.0,11.286,840.65448,True,2.1950800492278244,0.5329171920720093,vl_3831
vl_3178,0.3204193575767721,0.14118133128107346,0.5535883736537659,0.3697161888317224,Plasmanyl-PC O-36:3,Phospholipid,Plasmanyl-PC,36.0,3.0,9.977,770.61206,False,0.25681303941660844,-0.18044147023216794,vl_3178
vl_3103,0.0015495240504267754,0.10610063442555927,0.011201398107400489,0.3697161888317224,PC 37:3,Phospholipid,PC,37.0,3.0,9.851,798.60614,True,1.9507277672910506,0.4850901038412232,vl_3103
vl_3814,0.1748875952081449,0.23333168280765038,0.39483825175826576,0.3700649439418166,PC 18:0_20:2,Phospholipid,PC,38.0,2.0,11.252,814.63757,False,0.4035807797035035,-0.13452224508877464,vl_3814
vl_3104,0.00011184185866565341,0.1592847521169325,0.001272921772854447,0.3697161888317224,PC 17:0_18:2,Phospholipid,PC,35.0,2.0,9.852,772.59039,True,2.8951982850042772,0.5045119260280018,vl_3104
vl_2911,0.6548504741822937,0.10951613784032467,0.7970837083762428,0.3697161888317224,PE O-38:6,Phospholipid,Plasmenyl-PE,38.0,6.0,9.483,748.53125,False,0.09849606734052212,-0.10805195377640331,vl_2911
vl_948,3.648642184010999e-11,0.2597431995513375,3.3567508092901195e-09,0.3823419897395688,LysoPC 17:0,Phospholipid,LysoPC,17.0,0.0,2.496,510.3588,True,8.474080897705552,0.5502552488271668,vl_948
vl_946,0.00014832227328705886,0.3945139800256129,0.0015897843661059512,0.4850149598533148,LysoPC 20:2,Phospholipid,LysoPC,20.0,2.0,2.478,548.37488,True,2.7986617781708234,0.406306079303981,vl_946
vl_3802,0.5174923101543607,0.26050205196219545,0.7096520916641652,0.382948422591563,Plasmanyl-PE O-18:0_18:2,Phospholipid,Plasmanyl-PE,36.0,2.0,11.234,728.56128,False,0.14895451283253044,-0.11901264992020089,vl_3802
vl_3119,0.6300140207972917,0.1703350000217435,0.7816101205878363,0.3697161888317224,PC 38:4,Phospholipid,PC,38.0,4.0,9.875,810.6062,False,0.10700982584123488,-0.0795463481170593,vl_3119
vl_3153,0.04008089401687357,0.2325499621378102,0.14092135985550452,0.3700649439418166,PC 39:5,Phospholipid,PC,39.0,5.0,9.954,822.61023,False,0.8510231746385929,-0.45868904609953276,vl_3153
vl_3154,0.6956422423280993,0.10797853886137786,0.8271240943600221,0.3697161888317224,Plasmanyl-PC O-16:0_18:2,Phospholipid,Plasmanyl-PC,34.0,2.0,9.955,744.5965,False,0.08242932786856608,0.07381519027507011,vl_3154
vl_3167,0.0672977092586996,0.15263622986282846,0.20753260061900658,0.3697161888317224,PC 42:6,Phospholipid,PC,42.0,6.0,9.968,862.6391,False,0.6829136716899857,0.3825874878546571,vl_3167
vl_3175,0.2514020456526068,0.11735219019984588,0.4876630781287182,0.3697161888317224,Plasmenyl-PC P-18:0_18:2,Phospholipid,Plasmenyl-PC,36.0,2.0,9.975,828.61365,False,0.3118801244001546,-0.2115125573279144,vl_3175
vl_2912,4.165886405022245e-10,0.12743219393319688,2.8744616194653492e-08,0.3697161888317224,PC 18:0_20:5,Phospholipid,PC,38.0,5.0,9.484,808.59027,True,7.541443485788468,-1.0861957453405537,vl_2912
vl_3484,0.11110056414522256,0.2164018982617264,0.30136369242340466,0.3697161888317224,PC 40:5,Phospholipid,PC,40.0,5.0,10.489,836.62122,False,0.5209090716298302,-0.3954508396184835,vl_3484
vl_2906,0.2600449836367509,0.15970956863389307,0.49710554827149345,0.3697161888317224,Plasmanyl-PC O-33:2,Phospholipid,Plasmanyl-PC,33.0,2.0,9.472,730.58008,False,0.30355138960643074,0.23106584220423798,vl_2906
vl_2762,8.143313436286053e-08,0.1508608097118581,2.8094431355186883e-06,0.3697161888317224,PC 40:7,Phospholipid,PC,40.0,7.0,9.267,832.58716,True,5.551379753809472,-0.9748117888923886,vl_2762
vl_2566,5.087734024734415e-08,0.18953345149912437,1.9368477114851015e-06,0.3697161888317224,PC 15:0_18:2,Phospholipid,PC,33.0,2.0,8.949,744.55878,True,5.712904525208472,0.6930733021451765,vl_2566
vl_2744,2.2554878835121295e-05,0.18076612339717035,0.0003575956264529286,0.3697161888317224,PC 38:5,Phospholipid,PC,38.0,5.0,9.251,808.5907,True,3.4466078014504338,0.658147767064694,vl_2744
vl_2327,5.080487257180144e-06,0.23257187654692357,0.00010015817735583711,0.3700649439418166,PC 14:0_18:2,Phospholipid,PC,32.0,2.0,8.538,730.54364,True,3.99931358720378,0.5429457846779968,vl_2327
vl_2388,0.5698270474013916,0.18600305664477323,0.7377927057006738,0.3697161888317224,PC 16:0_20:5,Phospholipid,PC,36.0,5.0,8.639,780.55933,False,0.132065642806161,0.08891194557894977,vl_2388
vl_2379,9.026129019765e-05,0.20315409197868428,0.0010950380700901713,0.3697161888317224,PC 16:1_18:2,Phospholipid,PC,34.0,3.0,8.624,756.56,True,2.9605707818807767,0.8767003974253846,vl_2379
vl_2723,8.490275614469325e-06,0.6145965831529846,0.00015118168190926025,0.6944878483120727,PC 16:0_20:4,Phospholipid,PC,36.0,4.0,9.209,782.57495,True,3.8205008274040773,0.4526979560993887,vl_2723
vl_2603,0.6130333592549229,0.17278223108626634,0.769953161111985,0.3697161888317224,PC 37:5,Phospholipid,PC,37.0,5.0,9.049,794.57465,False,0.11353569364482163,-0.08653130645607021,vl_2603
vl_2110,0.11096695163533778,0.16083545603206906,0.30136369242340466,0.3697161888317224,PC 38:7,Phospholipid,PC,38.0,7.0,8.103,804.56097,False,0.5209090716298302,0.23301637753158744,vl_2110
vl_2375,0.6049451260639755,0.13044711594583625,0.7641412118702849,0.3697161888317224,PC 18:2_20:4,Phospholipid,PC,38.0,6.0,8.606,806.57483,False,0.11682637719775539,0.12198288582257533,vl_2375
vl_2639,0.0023026135549331517,0.13144313420205894,0.015313767256904816,0.3697161888317224,PI 18:0_20:3,Phospholipid,PI,38.0,3.0,9.097,887.56659,True,1.8149179577259547,0.4283765518973439,vl_2639
vl_2641,0.15522760816679465,0.17163942869213122,0.36916424071775,0.3697161888317224,PE 38:6,Phospholipid,PE,38.0,6.0,9.098,764.5274,False,0.4327803737650238,-0.28361074292994104,vl_2641
vl_2671,0.6737095066722932,0.1653355230935717,0.8075736106039215,0.3697161888317224,Plasmanyl-PC O-38:6,Phospholipid,Plasmanyl-PC,38.0,6.0,9.148,792.59491,False,0.09281788110575048,-0.06817723734883785,vl_2671
vl_2667,0.9423549046708163,0.18383840488760816,0.9700858280770824,0.3697161888317224,PC 30:0,Phospholipid,PC,30.0,0.0,9.145,706.54352,False,0.013189839948922186,-0.00859408785989757,vl_2667
vl_2079,0.00022792255500584307,0.14267305440606762,0.002308500006664686,0.3697161888317224,PI 16:0_20:4,Phospholipid,PI,36.0,4.0,8.041,857.51978,True,2.636670119859023,0.5999461778717929,vl_2079
vl_1974,0.0015460715154225245,0.11164650706115567,0.011201398107400489,0.3697161888317224,PC 42:11,Phospholipid,PC,42.0,11.0,7.775,852.56415,True,1.9507277672910506,-0.5648969640146184,vl_1974
vl_2340,0.9431325599744123,0.29519983941579675,0.9700858280770824,0.4104541847796469,PC O-36:5,Phospholipid,Plasmenyl-PC,36.0,5.0,8.548,764.54944,False,0.013189839948922186,0.009750182208943414,vl_2340
vl_2240,0.15298755048343896,0.14512869729643835,0.36916424071775,0.3697161888317224,PC 40:8,Phospholipid,PC,40.0,8.0,8.369,830.57709,False,0.4327803737650238,-0.2074118116102852,vl_2240
vl_2651,0.3879580888366785,0.11475046735643053,0.6147220099529445,0.3697161888317224,PC 35:0,Phospholipid,PC,35.0,0.0,9.134,776.60803,False,0.21132123680596288,-0.18645938229497716,vl_2651
vl_2593,0.003115716699072449,0.1480087906852989,0.019433622800994258,0.3697161888317224,PC 35:3,Phospholipid,PC,35.0,3.0,9.013,770.57593,True,1.7114462310101395,0.5021215088050468,vl_2593
vl_2594,0.06621021839653937,0.19071815611848575,0.2053260705330884,0.3697161888317224,PC O-32:1,Phospholipid,Plasmenyl-PC,32.0,1.0,9.017,716.56396,False,0.6875559041616688,0.3363685440629389,vl_2594
vl_2018,0.9537260396300569,0.19078286863355798,0.972271198526892,0.3697161888317224,PC 34:5,Phospholipid,PC,34.0,5.0,7.9,752.53174,False,0.012212579110933201,-0.008830917903342339,vl_2018
vl_2330,0.17636204417423673,0.9114940746253326,0.3957392210738971,0.973200636737299,PC 37:6,Phospholipid,PC,37.0,6.0,8.541,792.55884,False,0.40259090537749304,0.32439967125857194,vl_2330
vl_2645,0.21935589640598208,0.19600482339005543,0.4523029591319712,0.3697161888317224,Plasmanyl-PC O-36:5,Phospholipid,Plasmanyl-PC,36.0,5.0,9.115,766.58081,False,0.3445705709308835,0.17767175396321022,vl_2645
vl_2027,0.6974333015050327,0.2291775290724547,0.8271240943600221,0.3700649439418166,PC 40:9,Phospholipid,PC,40.0,9.0,7.935,828.56317,False,0.08242932786856608,-0.058538843240629745,vl_2027
vl_2070,1.5633692436081475e-06,0.1237302941810143,3.45191928988679e-05,0.3697161888317224,PC 44:12,Phospholipid,PC,44.0,12.0,8.015,878.57935,True,4.461939367176578,-0.8654873589521443,vl_2070
vl_2392,0.7634145937350998,0.16369204042842378,0.8654605336510038,0.3697161888317224,PC 38:8,Phospholipid,PC,38.0,8.0,8.64,802.54053,False,0.06275273184218608,0.04306325575586811,vl_2392
vl_2735,0.0018789812641169476,0.16766528101390699,0.013139605360145927,0.3697161888317224,PC 32:1,Phospholipid,PC,32.0,1.0,9.225,732.55914,True,1.8814176783443302,0.4384175636711696,vl_2735
vl_2305,0.1287524797661368,0.18636208354706274,0.33385505460926207,0.3697161888317224,PC 33:3,Phospholipid,PC,33.0,3.0,8.496,742.54407,False,0.4764420441053739,1.240425077809192,vl_2305
vl_2463,0.0035045212604086773,0.37176612189232183,0.021494397063839887,0.46639749837400374,PI 18:0_20:4,Phospholipid,PI,38.0,4.0,8.763,885.55005,True,1.6676747327065382,0.4264037568598553,vl_2463
vl_2539,0.045798263842337684,0.35032618510178026,0.15557317932904863,0.4487194643391204,PC O-38:6,Phospholipid,Plasmenyl-PC,38.0,6.0,8.926,790.57947,False,0.8080652728565842,0.4692839641668165,vl_2539
vl_2535,0.040583869505794186,0.4209257778775789,0.1422367997917358,0.5084267601497233,PI 18:2_18:0,Phospholipid,PI,36.0,2.0,8.904,861.55023,False,0.846988027524206,0.20178168912690353,vl_2535
vl_4214,0.25017042571994375,0.19427436610677817,0.4876630781287182,0.3697161888317224,PE O-38:1,Phospholipid,Plasmenyl-PE,38.0,1.0,12.288,758.61249,False,0.3118801244001546,-0.22545931234600403,vl_4214
vl_2860,1.1386890591799645e-05,0.45249379748720897,0.0001995417017991557,0.5384833459280259,PC 16:0_18:2,Phospholipid,PC,34.0,2.0,9.387,758.57465,True,3.6999663282045434,0.3484216859408207,vl_2860
vl_2146,0.0027864790912867105,0.14101232974645292,0.017885307655700747,0.3697161888317224,PI 16:0_18:2,Phospholipid,PI,34.0,2.0,8.152,833.51984,True,1.747503584895835,0.3583226994402864,vl_2146
vl_2888,0.130294853011033,0.13511697658995322,0.3353042371193017,0.3697161888317224,Plasmanyl-PC O-38:6,Phospholipid,Plasmanyl-PC,38.0,6.0,9.437,792.59534,False,0.4745609585130078,-0.28137416589476416,vl_2888
vl_2851,0.014103513761552462,0.21393220649164724,0.06389551254460278,0.3697161888317224,PE 16:0_20:4,Phospholipid,PE,36.0,4.0,9.383,738.50861,False,1.1945296417719775,0.480569063547172,vl_2851
vl_2178,0.009178370166256299,0.2323302367054053,0.0469116697386433,0.3700649439418166,PC 18:3_18:2,Phospholipid,PC,36.0,5.0,8.217,780.55902,True,1.3287191088270158,0.3932422242713294,vl_2178
vl_2483,7.585968659470726e-06,0.20330472259808552,0.00013958182333426137,0.3697161888317224,PC 35:4,Phospholipid,PC,35.0,4.0,8.781,768.55994,True,3.855171132856099,0.6490388351604395,vl_2483
vl_2902,0.011384254335282125,0.19782750712373098,0.05512375783399766,0.3697161888317224,PC O-40:6,Phospholipid,Plasmenyl-PC,40.0,6.0,9.463,818.61047,False,1.258661183862764,-0.37193695813795813,vl_2902
vl_2456,0.01640221541616062,0.15005810985623277,0.07018622410636173,0.3697161888317224,PC 18:2_18:2,Phospholipid,PC,36.0,4.0,8.757,782.57495,False,1.1537481212276366,0.39006305103980665,vl_2456
