,pval_sex,pval_animalvar,qval_sex,qval_animalvar,ID,superclass,molec_class,fa_carbons,fa_unsat,RT,m/z,signif_sex,logqvalsex,log2fcM-F,i
vl_1143,0.012090268840680894,0.34106220418895994,0.057533003448757364,0.4456007969522033,Unidentified,Unidentified,Unidentified,,,3.83,510.39682,False,1.2400829535049283,0.2508745476278804,vl_1143
vl_1141,0.1089240824632716,0.8967295317492429,0.2976539283154748,0.9583634105045151,Unidentified,Unidentified,Unidentified,,,3.769,409.2363,False,0.5262883814324832,-0.27741369152397155,vl_1141
vl_1139,0.06054535444883027,0.30042361419805963,0.19361094321781636,0.4135507108162816,Unidentified,Unidentified,Unidentified,,,3.763,327.23306,False,0.7130700992755721,-0.3931494556278352,vl_1139
vl_1046,0.001988172349021995,0.4201551699246019,0.013633181821865108,0.5080913613356725,Unidentified,Unidentified,Unidentified,,,3.238,487.28369,True,1.8654027731886211,-0.40923904928560617,vl_1046
vl_921,0.1873041416875968,0.2191504596549958,0.41028526274425964,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,2.263,454.37671,False,0.38691408240864944,1.4536300895551264,vl_921
vl_922,0.20796571795427587,0.21510710190914473,0.43732219546956297,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,2.263,539.42993,False,0.3591984802921514,0.8325457248104478,vl_922
vl_923,0.16859093882964482,0.2226171576290491,0.3861502001409292,0.3697780731161887,Unidentified,Unidentified,Unidentified,,,2.275,495.40335,False,0.41324373573153056,1.050100760460431,vl_923
vl_924,0.24804448282603064,0.3568051439694253,0.4859729753660779,0.4538166808090386,Unidentified,Unidentified,Unidentified,,,2.277,453.22397,False,0.3133878808934996,0.9212060157820616,vl_924
vl_926,0.1782780935729953,0.23967908567916651,0.39767354726565834,0.37399738584855863,Unidentified,Unidentified,Unidentified,,,2.283,415.30557,False,0.40047329676518906,1.1556251349807312,vl_926
vl_928,0.12227738670127014,0.2541021787472325,0.3237271820580389,0.3811287107861559,Unidentified,Unidentified,Unidentified,,,2.284,371.27924,False,0.48982083312078345,1.0616938680687618,vl_928
vl_952,0.278433141084107,0.40992939224691916,0.5114645386969287,0.4984163535689414,Unidentified,Unidentified,Unidentified,,,2.51,427.26266,False,0.2911844717897843,0.48291717832401915,vl_952
vl_953,0.4130717000117813,0.2690655081170267,0.632344979972315,0.3862787008598146,Unidentified,Unidentified,Unidentified,,,2.515,275.20193,False,0.19904592484661093,-0.23786406720803654,vl_953
vl_956,0.26460605855962616,0.328814766134256,0.5019331420100125,0.4331879496565854,Unidentified,Unidentified,Unidentified,,,2.555,585.3432,False,0.29935412745628054,0.27672812326483864,vl_956
vl_959,0.6456359496519966,0.25691081588873665,0.7909122186091856,0.3812201508791168,Unidentified,Unidentified,Unidentified,,,2.591,489.25949,False,0.1018717150979663,-0.31784522011773575,vl_959
vl_988,0.4865978099872217,0.44514125705742247,0.6878175366720406,0.5324333128834176,Unidentified,Unidentified,Unidentified,,,2.763,301.21729,False,0.162526755552669,-0.11814524912495372,vl_988
vl_1027,0.17974556167170608,0.8644708447678666,0.39767354726565834,0.9283811406845571,Unidentified,Unidentified,Unidentified,,,3.115,301.21729,False,0.40047329676518906,-0.2092167723034173,vl_1027
vl_1048,0.0065875121966010135,0.22290946397708822,0.03547616324413424,0.3697780731161887,Unidentified,Unidentified,Unidentified,,,3.239,519.27032,True,1.4500633553567166,-0.4074495440549555,vl_1048
vl_1134,0.9441503238565725,0.45388797141053583,0.9700858280770824,0.5386923083486336,Unidentified,Unidentified,Unidentified,,,3.685,253.21739,False,0.013189839948922186,-0.021694754556754958,vl_1134
vl_1051,3.2359260070918114e-06,0.684750864054666,6.615670947832148e-05,0.7593564376575364,Unidentified,Unidentified,Unidentified,,,3.24,622.34338,True,4.17942610398372,-0.5613613857221793,vl_1051
vl_1052,6.315178613946028e-05,0.2663069890371459,0.0008202302576231078,0.38602102195384846,Unidentified,Unidentified,Unidentified,,,3.24,650.36548,True,3.086064213984924,-0.46084118587664236,vl_1052
vl_1054,8.751906609284138e-05,0.23417019458619825,0.0010735672107388542,0.3700649439418166,Unidentified,Unidentified,Unidentified,,,3.241,664.38043,True,2.969170761344833,-0.44171061584492577,vl_1054
vl_1060,2.6521915546247575e-09,0.4746575644701986,1.464009738152866e-07,0.5562475328070693,Unidentified,Unidentified,Unidentified,,,3.242,419.25705,True,6.834456034471624,-0.5941115452438801,vl_1060
vl_1061,0.0001717371343631198,0.7553457898127252,0.001788658456008342,0.8281050168354007,Unidentified,Unidentified,Unidentified,,,3.243,834.53296,True,2.7474725799646893,-0.4094313119381532,vl_1061
vl_1069,0.008914969986971867,0.0799288099098663,0.045777334258683446,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,3.27,561.37988,True,1.3393495010990433,1.681337147041802,vl_1069
vl_1073,0.822759535948109,0.6071824642083172,0.9001061679031934,0.6875173748574177,Unidentified,Unidentified,Unidentified,,,3.293,713.42737,False,0.0457062623215993,-0.038329546335621245,vl_1073
vl_1075,0.18344161794257996,0.8796045015857308,0.4034253908538013,0.942799388107424,Unidentified,Unidentified,Unidentified,,,3.298,614.48804,False,0.39423677156530473,0.8269272222681394,vl_1075
vl_1082,0.1285949967429532,0.20290703828148882,0.33385505460926207,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,3.347,605.32635,False,0.4764420441053739,0.5054549419886278,vl_1082
vl_1088,0.060432804221420826,0.3159054886388135,0.19361094321781636,0.4253166578746953,Unidentified,Unidentified,Unidentified,,,3.381,327.23306,False,0.7130700992755721,-0.3818180386495875,vl_1088
vl_1094,0.048578635598951564,0.4039902114323346,0.16400860459095576,0.4930580257713141,Unidentified,Unidentified,Unidentified,,,3.395,479.40851,False,0.7851333664136323,0.9547877945035239,vl_1094
vl_1128,0.5785845148582327,0.999541154153724,0.7444723827546491,1.0,Unidentified,Unidentified,Unidentified,,,3.656,441.79102,False,0.12815140837483519,-0.0667257703691817,vl_1128
vl_2493,0.2220209918647832,0.42289942179328843,0.4539095833680012,0.5096953729910376,Unidentified,Unidentified,Unidentified,,,8.812,563.32526,False,0.343030647924909,0.3242671618982911,vl_2493
vm_435,0.4452064607300974,0.824635169319901,0.6562188686862851,0.8925463009109517,Unidentified,Unidentified,Unidentified,,,18.726,255.1078,False,0.1829512862198257,0.2209063798369364,vm_435
vl_2715,0.025127497821197536,0.5348004723335528,0.09665769196725464,0.6150205431835857,Unidentified,Unidentified,Unidentified,,,9.205,990.5672,False,1.0147635793383831,0.307430647715794,vl_2715
vl_2665,0.39025314190775917,0.11031881024223669,0.6153558637000714,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.142,924.64392,False,0.21087365667307523,-0.20993473754327496,vl_2665
vl_2732,0.002559886847510399,0.4921072737964798,0.01682211356935405,0.5724830666715635,Unidentified,Unidentified,Unidentified,,,9.218,804.55719,True,1.774119439344236,0.3665936789782478,vl_2732
vl_3155,0.8825245292391068,0.9743274039023275,0.9288198597573447,1.0,Unidentified,Unidentified,Unidentified,,,9.957,764.57697,False,0.032068507211324045,-0.08264534283897618,vl_3155
vl_3156,0.8026733798039692,0.10839549278176087,0.8870384497533355,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.957,782.55206,False,0.05205755474122713,0.04182194435722408,vl_3156
vl_2801,0.5831626704240112,0.12064127967222753,0.7494896253179375,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.284,297.15277,False,0.1252343744212462,0.09304288787360449,vl_2801
vl_3170,0.4051124370397795,0.12420667509510401,0.6231042191482714,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.971,814.59772,False,0.20543930805095342,-0.1520547795227607,vl_3170
vl_2731,0.0054688480163716064,0.2440742449939427,0.030804123520787006,0.3759897109819123,Unidentified,Unidentified,Unidentified,,,9.217,776.54596,True,1.5113911438094136,0.3539907057899363,vl_2731
vl_2619,0.02551746619036234,0.0965319708690453,0.09747848676179939,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.052,993.5769,False,1.0110912213430925,-0.3721020606407741,vl_2619
vl_2982,0.8464035054026248,0.16021690721564275,0.9089780836230522,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.644,879.60699,False,0.041446587929096404,0.032274432969565225,vl_2982
vl_2724,0.12331539914176,0.3072230641717274,0.324916946664685,0.4192309826986901,Unidentified,Unidentified,Unidentified,,,9.209,1138.72656,False,0.4882276366050859,0.20801939042905104,vl_2724
vl_2652,0.5519364783370604,0.09501450075786372,0.7280022366596353,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.134,946.64459,False,0.13786728639102147,-0.13409511427278886,vl_2652
vl_2653,0.630285707280738,0.11184654296486034,0.7816101205878363,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.134,1048.8075,False,0.10700982584123488,-0.0855055365964148,vl_2653
vl_3179,0.8717328479759133,0.13939744121044836,0.9252422107164329,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.977,906.61444,False,0.033744562387522985,0.05530302252798691,vl_3179
vl_2616,0.01718569418749442,0.12650038436055275,0.07241605489692306,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.051,979.55835,False,1.1401651384967182,-0.4113956697028023,vl_2616
vl_2614,0.015331030932603714,0.09889070503383465,0.06689904406954349,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.051,965.55811,False,1.1745800878867125,-0.5704419781440215,vl_2614
vl_2808,0.9534255865197612,0.22201392230493366,0.972271198526892,0.3697780731161887,Unidentified,Unidentified,Unidentified,,,9.285,479.35178,False,0.012212579110933201,-0.005949451182296173,vl_2808
vl_2610,0.0008256793257855198,0.12644993089755488,0.006905681633842529,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.05,1027.75134,True,2.1607934473958474,-0.6269912678482967,vl_2610
vl_2976,0.3795583261858111,0.21761015201465084,0.6099452578007794,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.64,631.57074,False,0.21470914089395116,0.13765854095876762,vl_2976
vl_2654,0.8129714671846544,0.2203263754729783,0.8948359917964691,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.134,1062.82642,False,0.04825655617549411,-0.04338035933186646,vl_2654
vl_2656,0.6585350669429074,0.10741838153789245,0.7979178925683298,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.135,878.65717,False,0.09804179616696197,-0.07785992886255144,vl_2656
vl_3203,0.05138789854564339,0.4714834114356291,0.1698840307337072,0.5537422193882282,Unidentified,Unidentified,Unidentified,,,10.011,737.50751,False,0.7698474433215744,-0.17365620111603874,vl_3203
vl_3207,0.30382052127823644,1.0,0.5366685687858769,1.0,Unidentified,Unidentified,Unidentified,,,10.014,677.43469,False,0.27029383941126683,-0.10243004193977967,vl_3207
vl_2658,0.3319798676942409,0.1228181742496781,0.5638550368222185,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.135,1028.64648,False,0.2488325357336088,-0.19206350035200614,vl_2658
vl_3212,0.10116567041786997,0.5046984449354026,0.2856442458857505,0.5840535463403401,Unidentified,Unidentified,Unidentified,,,10.019,623.39026,False,0.5441745200901704,0.22538897239058286,vl_3212
vl_2598,1.4614068658057652e-05,0.4375725664585116,0.0002482143353614715,0.525087079750214,Unidentified,Unidentified,Unidentified,,,9.035,846.61676,True,3.6051731398856437,0.8421097430481446,vl_2598
vl_2661,0.7029484507864951,0.14979822381016822,0.831419019903338,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.138,1014.63422,False,0.0801800446065867,-0.07615315258389188,vl_2661
vl_2595,0.47087758177721084,0.4840448013561892,0.674525400079334,0.5655183664597663,Unidentified,Unidentified,Unidentified,,,9.027,413.30127,False,0.17100169179400873,-0.18709747798690302,vl_2595
vl_2738,0.7236212150028811,0.37735407460240245,0.8387889731196642,0.4712657221278872,Unidentified,Unidentified,Unidentified,,,9.236,739.60242,False,0.07634728748752388,-0.047794037909735465,vl_2738
vl_2984,0.36816796384521133,0.12393173591006693,0.6012683906584516,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.645,1063.77429,False,0.22093162689364362,-0.18193226042347632,vl_2984
vl_2800,0.7409857560901838,0.1817534810577056,0.8486386030852052,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.284,339.19937,False,0.07127721682396856,0.05291880515223113,vl_2800
vl_2624,0.17374218718985646,0.3385113016467072,0.3930560956098392,0.4429580613813636,Unidentified,Unidentified,Unidentified,,,9.058,555.38464,False,0.40554546419124465,-0.7908523210508953,vl_2624
vl_2636,0.05588469523299108,0.8374369732909918,0.18174022607431625,0.9028617368293504,Unidentified,Unidentified,Unidentified,,,9.089,824.68854,False,0.74054893604598,-0.17748659627929086,vl_2636
vl_3077,4.379277615091394e-12,0.18065796436973525,8.057870811768166e-10,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.816,1050.59937,True,9.093779699740638,-1.1874699143356828,vl_3077
vl_3079,2.66196562520255e-10,0.38651124727515573,2.0991500358740105e-08,0.4789095589133243,Unidentified,Unidentified,Unidentified,,,9.818,854.58624,True,7.677956519291119,-1.1199403619762656,vl_3079
vl_2754,0.045788970962837676,0.25930182882151753,0.15557317932904863,0.3823419897395688,Unidentified,Unidentified,Unidentified,,,9.262,912.57599,False,0.8080652728565842,0.4916994175469327,vl_2754
vl_2756,0.0022710512991714225,0.16757695764480007,0.015195397783546973,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.265,915.5495,True,1.8182879265193304,0.5327907036294555,vl_2756
vl_3074,3.7570770119226845e-20,0.3922009024398738,4.1478130211626435e-17,0.48432863120091796,Unidentified,Unidentified,Unidentified,,,9.816,875.59296,True,16.382180829358106,-1.247073671912574,vl_3074
vl_2643,0.003921440871702044,0.17104748888621668,0.023275649044941164,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.101,969.56879,True,1.633098199811439,0.5292822028440192,vl_2643
vl_3095,0.7377258566470866,0.1836465360491233,0.8475019206434792,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.841,572.43201,False,0.07185930890786602,0.10649844143176423,vl_3095
vl_3072,2.6005671842109024e-06,0.12787514594676097,5.417030512016673e-05,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.815,1056.61475,True,4.266238718194752,-1.0488308335114986,vl_3072
vl_2988,0.37557798848545687,0.11584578324016316,0.6053110938510137,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.646,961.60968,False,0.21802136647382325,-0.1657380980048515,vl_2988
vl_2764,0.620365921213799,0.1166093295137866,0.7738802000226374,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.268,770.51501,False,0.11132626476414634,0.10712050662280603,vl_2764
vl_2985,0.4407002930584224,0.15428422555570886,0.6528285603601839,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.645,1077.79114,False,0.1852008540466208,-0.1483821494564097,vl_2985
vl_3068,7.313565946186658e-07,0.14505653069442956,1.9224230487119212e-05,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.814,1042.59851,True,4.716151035239739,-0.8475033022918197,vl_3068
vl_2778,0.4307588964215977,0.24084906111936644,0.645261630460575,0.37450332883912757,Unidentified,Unidentified,Unidentified,,,9.279,585.32959,False,0.1902641588114807,-0.2935052686788424,vl_2778
vl_2633,0.10426135000454459,0.3049630948997958,0.2910357210602246,0.41823510157686283,Unidentified,Unidentified,Unidentified,,,9.085,625.56262,False,0.5360537034290033,0.1680683920192294,vl_2633
vl_2792,0.44217461122190793,0.1310459612846676,0.6534950077496471,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.282,421.22717,False,0.18475772578054775,0.10708352993874826,vl_2792
vl_3109,2.8931665226073084e-11,0.999999914583446,3.1940558409584683e-09,1.0,Unidentified,Unidentified,Unidentified,,,9.859,876.57599,True,8.495657495458609,0.670073900337762,vl_3109
vl_2635,0.0016986768696228473,0.5771249926309261,0.01209896299395886,0.6575294033689808,Unidentified,Unidentified,Unidentified,,,9.087,858.6084,True,1.9172518516092791,-0.28518687020340394,vl_2635
vl_2634,0.17917043533898758,0.14309547199588846,0.39767354726565834,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.085,403.35812,False,0.40047329676518906,0.5003740315065635,vl_2634
vl_3110,3.1413000936808553e-10,0.2579451564372285,2.3119968689491097e-08,0.3812201508791168,Unidentified,Unidentified,Unidentified,,,9.86,794.57098,True,7.636012758399884,0.753333837896399,vl_3110
vl_3112,6.544433750117903e-15,0.22604828008749966,3.6125274300650824e-12,0.3699601345512283,Unidentified,Unidentified,Unidentified,,,9.861,980.58429,True,11.442188846607527,0.8055013659255117,vl_3112
vl_2798,0.4002705906029608,0.1699584399731644,0.6197738177078101,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.284,311.16867,False,0.20776677444265063,0.13499172557805394,vl_2798
vl_3145,0.7212266443664763,0.9583928881379726,0.8381412793479893,1.0,Unidentified,Unidentified,Unidentified,,,9.933,555.38464,False,0.07668276935336193,-0.16917991033751179,vl_3145
vl_3067,3.826217878007629e-05,0.11213595968266588,0.0005485901996520029,0.3697161888317224,Unidentified,Unidentified,Unidentified,,,9.814,938.59137,True,3.260751955162174,-0.7874977392342757,vl_3067
